id,assignment_id,solver_id,attempt_number,initiated_at,answered_at,ended_at,status,updated_at,call_sid
10903,5642,10,3,2022-10-25 21:18:49.000000+00,,,MISSED,2022-10-25 21:20:49.000000+00,
10904,5643,8,1,2023-07-17 08:33:29.000000+00,2023-07-17 08:33:54.000000+00,2023-07-17 08:35:51.000000+00,ANSWERED,2023-07-17 08:35:51.000000+00,
10905,5644,7,1,2023-08-25 04:54:07.000000+00,,,MISSED,2023-08-25 04:56:07.000000+00,
10906,5644,7,2,2023-08-25 08:54:07.000000+00,2023-08-25 08:54:24.000000+00,2023-08-25 08:59:13.000000+00,ANSWERED,2023-08-25 08:59:13.000000+00,
10907,5645,7,1,2024-04-20 11:44:57.000000+00,,,MISSED,2024-04-20 11:46:57.000000+00,
10908,5645,7,2,2024-04-20 19:44:57.000000+00,2024-04-20 19:45:13.000000+00,2024-04-20 19:48:08.000000+00,ANSWERED,2024-04-20 19:48:08.000000+00,
10909,5646,7,1,2024-02-05 09:10:43.000000+00,2024-02-05 09:11:02.000000+00,2024-02-05 09:15:03.000000+00,ANSWERED,2024-02-05 09:15:03.000000+00,
10910,5647,8,1,2024-10-30 09:15:06.000000+00,,,MISSED,2024-10-30 09:17:06.000000+00,
10911,5647,8,2,2024-10-30 11:15:06.000000+00,2024-10-30 11:15:19.000000+00,2024-10-30 11:19:23.000000+00,ANSWERED,2024-10-30 11:19:23.000000+00,
10912,5648,10,1,2025-09-29 13:59:43.000000+00,2025-09-29 14:00:00.000000+00,2025-09-29 14:01:37.000000+00,ANSWERED,2025-09-29 14:01:37.000000+00,
10913,5649,9,1,2022-08-27 13:46:51.000000+00,,,MISSED,2022-08-27 13:48:51.000000+00,
10914,5649,9,2,2022-08-27 15:46:51.000000+00,,,MISSED,2022-08-27 15:48:51.000000+00,
10915,5649,9,3,2022-08-27 17:46:51.000000+00,2022-08-27 17:47:01.000000+00,2022-08-27 17:51:49.000000+00,ANSWERED,2022-08-27 17:51:49.000000+00,
10916,5650,10,1,2022-09-28 15:37:41.000000+00,,,MISSED,2022-09-28 15:39:41.000000+00,
10917,5650,10,2,2022-09-28 17:37:41.000000+00,2022-09-28 17:37:54.000000+00,2022-09-28 17:41:42.000000+00,ANSWERED,2022-09-28 17:41:42.000000+00,
10918,5651,9,1,2024-10-25 12:51:47.000000+00,2024-10-25 12:52:11.000000+00,2024-10-25 12:56:39.000000+00,ANSWERED,2024-10-25 12:56:39.000000+00,
10919,5652,10,1,2025-12-19 08:27:23.000000+00,2025-12-19 08:27:31.000000+00,2025-12-19 08:29:06.000000+00,ANSWERED,2025-12-19 08:29:06.000000+00,
10920,5653,10,1,2024-03-07 13:56:13.000000+00,,,MISSED,2024-03-07 13:58:13.000000+00,
10921,5653,10,2,2024-03-07 21:56:13.000000+00,,,MISSED,2024-03-07 21:58:13.000000+00,
10922,5653,10,3,2024-03-08 05:56:13.000000+00,,,MISSED,2024-03-08 05:58:13.000000+00,
10923,5653,10,4,2024-03-08 13:56:13.000000+00,,,MISSED,2024-03-08 13:58:13.000000+00,
10924,5654,9,1,2024-01-30 08:12:33.000000+00,,,MISSED,2024-01-30 08:14:33.000000+00,
10925,5654,9,2,2024-01-30 16:12:33.000000+00,2024-01-30 16:12:55.000000+00,2024-01-30 16:15:49.000000+00,ANSWERED,2024-01-30 16:15:49.000000+00,
10926,5655,10,1,2022-10-21 17:31:51.000000+00,,,MISSED,2022-10-21 17:33:51.000000+00,
10927,5655,10,2,2022-10-21 19:31:51.000000+00,2022-10-21 19:32:13.000000+00,2022-10-21 19:33:58.000000+00,ANSWERED,2022-10-21 19:33:58.000000+00,
10928,5656,9,1,2022-08-20 11:53:24.000000+00,,,MISSED,2022-08-20 11:55:24.000000+00,
10929,5656,9,2,2022-08-20 13:53:24.000000+00,2022-08-20 13:53:44.000000+00,2022-08-20 13:58:41.000000+00,ANSWERED,2022-08-20 13:58:41.000000+00,
10930,5657,10,1,2025-12-09 15:38:45.000000+00,2025-12-09 15:39:01.000000+00,2025-12-09 15:43:21.000000+00,ANSWERED,2025-12-09 15:43:21.000000+00,
10931,5658,6,1,2023-08-05 11:53:50.000000+00,,,MISSED,2023-08-05 11:55:50.000000+00,
10932,5658,6,2,2023-08-05 13:53:50.000000+00,2023-08-05 13:53:59.000000+00,2023-08-05 13:56:42.000000+00,ANSWERED,2023-08-05 13:56:42.000000+00,
10933,5659,10,1,2022-12-20 08:57:03.000000+00,2022-12-20 08:57:28.000000+00,2022-12-20 09:00:09.000000+00,ANSWERED,2022-12-20 09:00:09.000000+00,
10934,5660,6,1,2023-07-05 10:13:05.000000+00,,,INITIATED,2023-07-05 10:13:05.000000+00,
10935,5661,7,1,2025-10-14 04:29:04.000000+00,2025-10-14 04:29:29.000000+00,2025-10-14 04:33:38.000000+00,ANSWERED,2025-10-14 04:33:38.000000+00,
10936,5662,9,1,2024-12-30 07:36:21.000000+00,2024-12-30 07:36:40.000000+00,2024-12-30 07:38:59.000000+00,ANSWERED,2024-12-30 07:38:59.000000+00,
10937,5663,6,1,2022-06-01 13:13:57.000000+00,,,MISSED,2022-06-01 13:15:57.000000+00,
10938,5663,6,2,2022-06-01 15:13:57.000000+00,2022-06-01 15:14:20.000000+00,2022-06-01 15:18:02.000000+00,ANSWERED,2022-06-01 15:18:02.000000+00,
10939,5664,8,1,2024-02-04 12:38:21.000000+00,,,MISSED,2024-02-04 12:40:21.000000+00,
10940,5664,8,2,2024-02-04 14:38:21.000000+00,2024-02-04 14:38:32.000000+00,2024-02-04 14:40:54.000000+00,ANSWERED,2024-02-04 14:40:54.000000+00,
10941,5665,10,1,2023-02-15 18:39:37.000000+00,2023-02-15 18:39:55.000000+00,2023-02-15 18:43:31.000000+00,ANSWERED,2023-02-15 18:43:31.000000+00,
10942,5666,8,1,2024-06-02 14:25:43.000000+00,2024-06-02 14:25:59.000000+00,2024-06-02 14:30:02.000000+00,ANSWERED,2024-06-02 14:30:02.000000+00,
10943,5667,6,1,2025-03-22 04:40:05.000000+00,2025-03-22 04:40:18.000000+00,2025-03-22 04:42:56.000000+00,ANSWERED,2025-03-22 04:42:56.000000+00,
10944,5668,10,1,2024-03-27 17:45:09.000000+00,,,INITIATED,2024-03-27 17:45:09.000000+00,
10945,5669,7,1,2025-12-27 08:29:24.000000+00,,,MISSED,2025-12-27 08:31:24.000000+00,
10946,5669,7,2,2025-12-27 10:29:24.000000+00,,,MISSED,2025-12-27 10:31:24.000000+00,
10947,5669,7,3,2025-12-27 12:29:24.000000+00,,,MISSED,2025-12-27 12:31:24.000000+00,
10948,5669,7,4,2025-12-27 14:29:24.000000+00,,,MISSED,2025-12-27 14:31:24.000000+00,
10949,5670,9,1,2025-01-23 11:25:00.000000+00,,,MISSED,2025-01-23 11:27:00.000000+00,
10950,5670,9,2,2025-01-23 13:25:00.000000+00,2025-01-23 13:25:19.000000+00,2025-01-23 13:28:10.000000+00,ANSWERED,2025-01-23 13:28:10.000000+00,
10951,5671,8,1,2022-08-10 17:38:23.000000+00,2022-08-10 17:38:43.000000+00,2022-08-10 17:42:18.000000+00,ANSWERED,2022-08-10 17:42:18.000000+00,
10952,5672,6,1,2024-04-04 14:43:02.000000+00,,,MISSED,2024-04-04 14:45:02.000000+00,
10953,5672,6,2,2024-04-04 18:43:02.000000+00,2024-04-04 18:43:20.000000+00,2024-04-04 18:46:15.000000+00,ANSWERED,2024-04-04 18:46:15.000000+00,
10954,5673,6,1,2025-01-15 16:10:14.000000+00,2025-01-15 16:10:38.000000+00,2025-01-15 16:15:20.000000+00,ANSWERED,2025-01-15 16:15:20.000000+00,
10955,5674,10,1,2024-02-15 19:49:31.000000+00,2024-02-15 19:49:52.000000+00,2024-02-15 19:52:53.000000+00,ANSWERED,2024-02-15 19:52:53.000000+00,
10956,5675,6,1,2025-01-30 19:04:15.000000+00,,,MISSED,2025-01-30 19:06:15.000000+00,
10957,5675,6,2,2025-01-30 21:04:15.000000+00,,,MISSED,2025-01-30 21:06:15.000000+00,
10958,5675,6,3,2025-01-30 23:04:15.000000+00,2025-01-30 23:04:24.000000+00,2025-01-30 23:06:09.000000+00,ANSWERED,2025-01-30 23:06:09.000000+00,
10959,5676,10,1,2024-03-24 10:16:01.000000+00,2024-03-24 10:16:15.000000+00,2024-03-24 10:19:31.000000+00,ANSWERED,2024-03-24 10:19:31.000000+00,
10960,5677,9,1,2022-10-07 15:02:14.000000+00,2022-10-07 15:02:37.000000+00,2022-10-07 15:07:04.000000+00,ANSWERED,2022-10-07 15:07:04.000000+00,
10961,5678,10,1,2022-03-24 15:14:54.000000+00,,,INITIATED,2022-03-24 15:14:54.000000+00,
10962,5679,7,1,2025-09-24 17:04:16.000000+00,2025-09-24 17:04:35.000000+00,2025-09-24 17:09:14.000000+00,ANSWERED,2025-09-24 17:09:14.000000+00,
10963,5680,7,1,2022-07-14 14:55:52.000000+00,2022-07-14 14:56:00.000000+00,2022-07-14 14:59:25.000000+00,ANSWERED,2022-07-14 14:59:25.000000+00,
10964,5681,7,1,2025-04-04 10:38:11.000000+00,,,MISSED,2025-04-04 10:40:11.000000+00,
10965,5681,7,2,2025-04-04 12:38:11.000000+00,,,MISSED,2025-04-04 12:40:11.000000+00,
10966,5681,7,3,2025-04-04 14:38:11.000000+00,2025-04-04 14:38:29.000000+00,2025-04-04 14:43:24.000000+00,ANSWERED,2025-04-04 14:43:24.000000+00,
10967,5682,7,1,2025-12-03 10:38:34.000000+00,,,MISSED,2025-12-03 10:40:34.000000+00,
10968,5682,7,2,2025-12-03 14:38:34.000000+00,,,MISSED,2025-12-03 14:40:34.000000+00,
10969,5682,7,3,2025-12-03 18:38:34.000000+00,,,MISSED,2025-12-03 18:40:34.000000+00,
10970,5683,8,1,2024-12-09 12:12:57.000000+00,2024-12-09 12:13:06.000000+00,2024-12-09 12:17:59.000000+00,ANSWERED,2024-12-09 12:17:59.000000+00,
10971,5684,10,1,2023-09-21 15:58:11.000000+00,,,INITIATED,2023-09-21 15:58:11.000000+00,
10972,5685,9,1,2023-06-07 01:57:16.000000+00,2023-06-07 01:57:29.000000+00,2023-06-07 02:01:02.000000+00,ANSWERED,2023-06-07 02:01:02.000000+00,
10973,5686,7,1,2022-03-30 17:27:14.000000+00,,,MISSED,2022-03-30 17:29:14.000000+00,
10974,5686,7,2,2022-03-30 21:27:14.000000+00,,,MISSED,2022-03-30 21:29:14.000000+00,
10975,5686,7,3,2022-03-31 01:27:14.000000+00,,,MISSED,2022-03-31 01:29:14.000000+00,
10976,5687,9,1,2023-01-22 18:37:46.000000+00,,,MISSED,2023-01-22 18:39:46.000000+00,
10977,5687,9,2,2023-01-22 20:37:46.000000+00,,,MISSED,2023-01-22 20:39:46.000000+00,
10978,5687,9,3,2023-01-22 22:37:46.000000+00,,,MISSED,2023-01-22 22:39:46.000000+00,
10979,5688,6,1,2023-01-25 11:37:46.000000+00,,,MISSED,2023-01-25 11:39:46.000000+00,
10980,5688,6,2,2023-01-25 13:37:46.000000+00,,,MISSED,2023-01-25 13:39:46.000000+00,
10981,5688,6,3,2023-01-25 15:37:46.000000+00,,,MISSED,2023-01-25 15:39:46.000000+00,
10982,5688,6,4,2023-01-25 17:37:46.000000+00,2023-01-25 17:37:58.000000+00,2023-01-25 17:40:13.000000+00,ANSWERED,2023-01-25 17:40:13.000000+00,
10983,5689,10,1,2022-03-11 09:43:06.000000+00,,,INITIATED,2022-03-11 09:43:06.000000+00,
10984,5690,10,1,2023-12-26 08:11:49.000000+00,2023-12-26 08:11:58.000000+00,2023-12-26 08:15:38.000000+00,ANSWERED,2023-12-26 08:15:38.000000+00,
10985,5691,9,1,2025-02-12 18:07:39.000000+00,2025-02-12 18:07:47.000000+00,2025-02-12 18:09:33.000000+00,ANSWERED,2025-02-12 18:09:33.000000+00,
10986,5692,7,1,2023-03-01 23:08:28.000000+00,2023-03-01 23:08:52.000000+00,2023-03-01 23:11:12.000000+00,ANSWERED,2023-03-01 23:11:12.000000+00,
10987,5693,9,1,2022-04-10 13:45:03.000000+00,,,MISSED,2022-04-10 13:47:03.000000+00,
10988,5693,9,2,2022-04-10 15:45:03.000000+00,2022-04-10 15:45:22.000000+00,2022-04-10 15:48:07.000000+00,ANSWERED,2022-04-10 15:48:07.000000+00,
10989,5694,10,1,2023-04-23 14:19:53.000000+00,2023-04-23 14:20:02.000000+00,2023-04-23 14:23:18.000000+00,ANSWERED,2023-04-23 14:23:18.000000+00,
10990,5695,7,1,2025-06-14 09:02:40.000000+00,,,MISSED,2025-06-14 09:04:40.000000+00,
10991,5695,7,2,2025-06-14 13:02:40.000000+00,,,MISSED,2025-06-14 13:04:40.000000+00,
10992,5695,7,3,2025-06-14 17:02:40.000000+00,,,MISSED,2025-06-14 17:04:40.000000+00,
10993,5695,7,4,2025-06-14 21:02:40.000000+00,,,MISSED,2025-06-14 21:04:40.000000+00,
10994,5695,7,5,2025-06-15 01:02:40.000000+00,,,MISSED,2025-06-15 01:04:40.000000+00,
10995,5696,7,1,2024-01-08 16:35:01.000000+00,,,INITIATED,2024-01-08 16:35:01.000000+00,
10996,5697,9,1,2022-06-24 14:45:03.000000+00,2022-06-24 14:45:28.000000+00,2022-06-24 14:49:12.000000+00,ANSWERED,2022-06-24 14:49:12.000000+00,
10997,5698,6,1,2023-06-19 08:39:02.000000+00,,,MISSED,2023-06-19 08:41:02.000000+00,
10998,5698,6,2,2023-06-19 12:39:02.000000+00,,,MISSED,2023-06-19 12:41:02.000000+00,
10999,5699,10,1,2022-04-07 15:21:56.000000+00,,,MISSED,2022-04-07 15:23:56.000000+00,
11000,5699,10,2,2022-04-07 23:21:56.000000+00,2022-04-07 23:22:16.000000+00,2022-04-07 23:26:25.000000+00,ANSWERED,2022-04-07 23:26:25.000000+00,
11001,5700,9,1,2025-03-11 00:40:15.000000+00,,,MISSED,2025-03-11 00:42:15.000000+00,
11002,5700,9,2,2025-03-11 08:40:15.000000+00,2025-03-11 08:40:31.000000+00,2025-03-11 08:42:36.000000+00,ANSWERED,2025-03-11 08:42:36.000000+00,
11003,5701,7,1,2024-12-29 14:24:21.000000+00,,,INITIATED,2024-12-29 14:24:21.000000+00,
11004,5702,9,1,2022-08-17 17:14:08.000000+00,,,MISSED,2022-08-17 17:16:08.000000+00,
11005,5702,9,2,2022-08-18 01:14:08.000000+00,2022-08-18 01:14:32.000000+00,2022-08-18 01:18:14.000000+00,ANSWERED,2022-08-18 01:18:14.000000+00,
11006,5703,6,1,2024-01-04 20:38:28.000000+00,2024-01-04 20:38:36.000000+00,2024-01-04 20:41:29.000000+00,ANSWERED,2024-01-04 20:41:29.000000+00,
11007,5704,8,1,2025-12-13 18:37:50.000000+00,,,MISSED,2025-12-13 18:39:50.000000+00,
11008,5704,8,2,2025-12-13 20:37:50.000000+00,2025-12-13 20:38:12.000000+00,2025-12-13 20:42:07.000000+00,ANSWERED,2025-12-13 20:42:07.000000+00,
11009,5705,8,1,2023-04-28 15:03:56.000000+00,2023-04-28 15:04:19.000000+00,2023-04-28 15:09:03.000000+00,ANSWERED,2023-04-28 15:09:03.000000+00,
11010,5706,10,1,2024-11-16 16:15:43.000000+00,,,MISSED,2024-11-16 16:17:43.000000+00,
11011,5706,10,2,2024-11-16 18:15:43.000000+00,2024-11-16 18:16:02.000000+00,2024-11-16 18:18:21.000000+00,ANSWERED,2024-11-16 18:18:21.000000+00,
11012,5707,6,1,2022-02-15 20:52:11.000000+00,,,MISSED,2022-02-15 20:54:11.000000+00,
11013,5707,6,2,2022-02-15 22:52:11.000000+00,2022-02-15 22:52:28.000000+00,2022-02-15 22:55:12.000000+00,ANSWERED,2022-02-15 22:55:12.000000+00,
11014,5708,10,1,2022-10-22 15:26:37.000000+00,,,MISSED,2022-10-22 15:28:37.000000+00,
11015,5708,10,2,2022-10-22 23:26:37.000000+00,2022-10-22 23:26:55.000000+00,2022-10-22 23:31:52.000000+00,ANSWERED,2022-10-22 23:31:52.000000+00,
11016,5709,9,1,2025-09-15 11:44:21.000000+00,2025-09-15 11:44:43.000000+00,2025-09-15 11:49:41.000000+00,ANSWERED,2025-09-15 11:49:41.000000+00,
11017,5710,10,1,2025-03-02 20:43:50.000000+00,,,MISSED,2025-03-02 20:45:50.000000+00,
11018,5710,10,2,2025-03-02 22:43:50.000000+00,2025-03-02 22:44:03.000000+00,2025-03-02 22:46:44.000000+00,ANSWERED,2025-03-02 22:46:44.000000+00,
11019,5711,9,1,2022-08-02 03:35:23.000000+00,,,MISSED,2022-08-02 03:37:23.000000+00,
11020,5711,9,2,2022-08-02 11:35:23.000000+00,,,MISSED,2022-08-02 11:37:23.000000+00,
11021,5712,10,1,2024-08-26 19:15:01.000000+00,,,MISSED,2024-08-26 19:17:01.000000+00,
11022,5712,10,2,2024-08-27 03:15:01.000000+00,2024-08-27 03:15:11.000000+00,2024-08-27 03:20:05.000000+00,ANSWERED,2024-08-27 03:20:05.000000+00,
11023,5713,9,1,2025-02-09 13:40:38.000000+00,,,MISSED,2025-02-09 13:42:38.000000+00,
11024,5713,9,2,2025-02-09 21:40:38.000000+00,,,MISSED,2025-02-09 21:42:38.000000+00,
11025,5713,9,3,2025-02-10 05:40:38.000000+00,2025-02-10 05:41:00.000000+00,2025-02-10 05:42:57.000000+00,ANSWERED,2025-02-10 05:42:57.000000+00,
11026,5714,8,1,2024-04-21 15:00:00.000000+00,,,MISSED,2024-04-21 15:02:00.000000+00,
11027,5714,8,2,2024-04-21 17:00:00.000000+00,2024-04-21 17:00:11.000000+00,2024-04-21 17:02:59.000000+00,ANSWERED,2024-04-21 17:02:59.000000+00,
11028,5715,6,1,2022-02-22 14:19:38.000000+00,,,MISSED,2022-02-22 14:21:38.000000+00,
11029,5715,6,2,2022-02-22 22:19:38.000000+00,,,MISSED,2022-02-22 22:21:38.000000+00,
11030,5715,6,3,2022-02-23 06:19:38.000000+00,2022-02-23 06:19:57.000000+00,2022-02-23 06:24:23.000000+00,ANSWERED,2022-02-23 06:24:23.000000+00,
11031,5716,10,1,2024-10-01 15:26:55.000000+00,,,MISSED,2024-10-01 15:28:55.000000+00,
11032,5716,10,2,2024-10-01 17:26:55.000000+00,,,MISSED,2024-10-01 17:28:55.000000+00,
11033,5716,10,3,2024-10-01 19:26:55.000000+00,,,MISSED,2024-10-01 19:28:55.000000+00,
11034,5717,9,1,2025-02-04 17:12:28.000000+00,2025-02-04 17:12:37.000000+00,2025-02-04 17:15:07.000000+00,ANSWERED,2025-02-04 17:15:07.000000+00,
11035,5718,10,1,2024-03-28 15:38:09.000000+00,,,INITIATED,2024-03-28 15:38:09.000000+00,
11036,5719,9,1,2024-08-28 18:37:24.000000+00,,,MISSED,2024-08-28 18:39:24.000000+00,
11037,5719,9,2,2024-08-28 20:37:24.000000+00,2024-08-28 20:37:43.000000+00,2024-08-28 20:39:51.000000+00,ANSWERED,2024-08-28 20:39:51.000000+00,
11038,5720,10,1,2024-03-26 16:23:57.000000+00,,,MISSED,2024-03-26 16:25:57.000000+00,
11039,5720,10,2,2024-03-26 20:23:57.000000+00,,,MISSED,2024-03-26 20:25:57.000000+00,
11040,5720,10,3,2024-03-27 00:23:57.000000+00,2024-03-27 00:24:17.000000+00,2024-03-27 00:27:14.000000+00,ANSWERED,2024-03-27 00:27:14.000000+00,
11041,5721,7,1,2025-01-22 17:01:26.000000+00,2025-01-22 17:01:43.000000+00,2025-01-22 17:03:32.000000+00,ANSWERED,2025-01-22 17:03:32.000000+00,
11042,5722,10,1,2023-04-01 09:38:47.000000+00,,,MISSED,2023-04-01 09:40:47.000000+00,
11043,5722,10,2,2023-04-01 17:38:47.000000+00,,,MISSED,2023-04-01 17:40:47.000000+00,
11044,5722,10,3,2023-04-02 01:38:47.000000+00,,,MISSED,2023-04-02 01:40:47.000000+00,
11045,5722,10,4,2023-04-02 09:38:47.000000+00,,,MISSED,2023-04-02 09:40:47.000000+00,
11046,5723,9,1,2025-10-29 13:47:08.000000+00,,,MISSED,2025-10-29 13:49:08.000000+00,
11047,5723,9,2,2025-10-29 17:47:08.000000+00,2025-10-29 17:47:19.000000+00,2025-10-29 17:51:56.000000+00,ANSWERED,2025-10-29 17:51:56.000000+00,
11048,5724,8,1,2024-08-27 16:36:56.000000+00,,,MISSED,2024-08-27 16:38:56.000000+00,
11049,5724,8,2,2024-08-27 18:36:56.000000+00,2024-08-27 18:37:17.000000+00,2024-08-27 18:39:11.000000+00,ANSWERED,2024-08-27 18:39:11.000000+00,
11050,5725,7,1,2024-02-24 18:49:23.000000+00,2024-02-24 18:49:44.000000+00,2024-02-24 18:54:35.000000+00,ANSWERED,2024-02-24 18:54:35.000000+00,
11051,5726,10,1,2025-09-19 15:48:02.000000+00,,,MISSED,2025-09-19 15:50:02.000000+00,
11052,5726,10,2,2025-09-19 17:48:02.000000+00,,,MISSED,2025-09-19 17:50:02.000000+00,
11053,5726,10,3,2025-09-19 19:48:02.000000+00,2025-09-19 19:48:26.000000+00,2025-09-19 19:52:42.000000+00,ANSWERED,2025-09-19 19:52:42.000000+00,
11054,5727,10,1,2024-05-16 10:12:31.000000+00,2024-05-16 10:12:50.000000+00,2024-05-16 10:14:55.000000+00,ANSWERED,2024-05-16 10:14:55.000000+00,
11055,5728,10,1,2025-08-11 16:53:49.000000+00,2025-08-11 16:54:11.000000+00,2025-08-11 16:57:33.000000+00,ANSWERED,2025-08-11 16:57:33.000000+00,
11056,5729,6,1,2022-10-28 10:13:01.000000+00,2022-10-28 10:13:22.000000+00,2022-10-28 10:16:27.000000+00,ANSWERED,2022-10-28 10:16:27.000000+00,
11057,5730,9,1,2023-01-17 17:31:20.000000+00,,,MISSED,2023-01-17 17:33:20.000000+00,
11058,5730,9,2,2023-01-17 19:31:20.000000+00,,,MISSED,2023-01-17 19:33:20.000000+00,
11059,5730,9,3,2023-01-17 21:31:20.000000+00,,,MISSED,2023-01-17 21:33:20.000000+00,
11060,5730,9,4,2023-01-17 23:31:20.000000+00,,,MISSED,2023-01-17 23:33:20.000000+00,
11061,5730,9,5,2023-01-18 01:31:20.000000+00,,,MISSED,2023-01-18 01:33:20.000000+00,
11062,5731,9,1,2024-06-25 05:47:10.000000+00,2024-06-25 05:47:35.000000+00,2024-06-25 05:50:57.000000+00,ANSWERED,2024-06-25 05:50:57.000000+00,
11063,5732,9,1,2022-12-29 17:16:56.000000+00,2022-12-29 17:17:20.000000+00,2022-12-29 17:19:07.000000+00,ANSWERED,2022-12-29 17:19:07.000000+00,
11064,5733,8,1,2022-04-16 09:28:54.000000+00,,,MISSED,2022-04-16 09:30:54.000000+00,
11065,5733,8,2,2022-04-16 17:28:54.000000+00,,,MISSED,2022-04-16 17:30:54.000000+00,
11066,5733,8,3,2022-04-17 01:28:54.000000+00,,,MISSED,2022-04-17 01:30:54.000000+00,
11067,5733,8,4,2022-04-17 09:28:54.000000+00,,,MISSED,2022-04-17 09:30:54.000000+00,
11068,5733,8,5,2022-04-17 17:28:54.000000+00,,,MISSED,2022-04-17 17:30:54.000000+00,
11069,5734,10,1,2022-02-19 10:00:13.000000+00,2022-02-19 10:00:27.000000+00,2022-02-19 10:02:31.000000+00,ANSWERED,2022-02-19 10:02:31.000000+00,
11070,5735,7,1,2025-12-17 18:37:45.000000+00,,,MISSED,2025-12-17 18:39:45.000000+00,
11071,5735,7,2,2025-12-17 22:37:45.000000+00,2025-12-17 22:38:09.000000+00,2025-12-17 22:39:55.000000+00,ANSWERED,2025-12-17 22:39:55.000000+00,
11072,5736,10,1,2023-10-16 18:05:55.000000+00,,,INITIATED,2023-10-16 18:05:55.000000+00,
11073,5737,8,1,2023-03-25 10:53:00.000000+00,,,MISSED,2023-03-25 10:55:00.000000+00,
11074,5737,8,2,2023-03-25 12:53:00.000000+00,2023-03-25 12:53:21.000000+00,2023-03-25 12:57:10.000000+00,ANSWERED,2023-03-25 12:57:10.000000+00,
11075,5738,10,1,2022-08-31 07:12:45.000000+00,2022-08-31 07:12:54.000000+00,2022-08-31 07:17:52.000000+00,ANSWERED,2022-08-31 07:17:52.000000+00,
11076,5739,6,1,2024-02-29 06:26:52.000000+00,,,INITIATED,2024-02-29 06:26:52.000000+00,
11077,5740,10,1,2025-11-18 15:22:32.000000+00,,,MISSED,2025-11-18 15:24:32.000000+00,
11078,5740,10,2,2025-11-18 23:22:32.000000+00,,,MISSED,2025-11-18 23:24:32.000000+00,
11079,5740,10,3,2025-11-19 07:22:32.000000+00,2025-11-19 07:22:54.000000+00,2025-11-19 07:25:25.000000+00,ANSWERED,2025-11-19 07:25:25.000000+00,
11080,5741,9,1,2023-05-21 13:33:20.000000+00,,,MISSED,2023-05-21 13:35:20.000000+00,
11081,5741,9,2,2023-05-21 17:33:20.000000+00,,,MISSED,2023-05-21 17:35:20.000000+00,
11082,5741,9,3,2023-05-21 21:33:20.000000+00,,,MISSED,2023-05-21 21:35:20.000000+00,
11083,5741,9,4,2023-05-22 01:33:20.000000+00,,,MISSED,2023-05-22 01:35:20.000000+00,
11084,5742,9,1,2023-05-11 16:28:47.000000+00,2023-05-11 16:29:12.000000+00,2023-05-11 16:31:00.000000+00,ANSWERED,2023-05-11 16:31:00.000000+00,
11085,5743,9,1,2025-03-05 07:59:17.000000+00,,,MISSED,2025-03-05 08:01:17.000000+00,
11086,5743,9,2,2025-03-05 15:59:17.000000+00,2025-03-05 15:59:27.000000+00,2025-03-05 16:01:31.000000+00,ANSWERED,2025-03-05 16:01:31.000000+00,
11087,5744,9,1,2025-03-08 02:59:17.000000+00,,,MISSED,2025-03-08 03:01:17.000000+00,
11088,5744,9,2,2025-03-08 10:59:17.000000+00,2025-03-08 10:59:39.000000+00,2025-03-08 11:04:27.000000+00,ANSWERED,2025-03-08 11:04:27.000000+00,
11089,5745,8,1,2024-10-13 10:53:32.000000+00,,,MISSED,2024-10-13 10:55:32.000000+00,
11090,5745,8,2,2024-10-13 18:53:32.000000+00,,,MISSED,2024-10-13 18:55:32.000000+00,
11091,5745,8,3,2024-10-14 02:53:32.000000+00,,,MISSED,2024-10-14 02:55:32.000000+00,
11092,5745,8,4,2024-10-14 10:53:32.000000+00,,,MISSED,2024-10-14 10:55:32.000000+00,
11093,5746,10,1,2024-10-15 05:53:32.000000+00,,,MISSED,2024-10-15 05:55:32.000000+00,
11094,5746,10,2,2024-10-15 13:53:32.000000+00,,,MISSED,2024-10-15 13:55:32.000000+00,
11095,5746,10,3,2024-10-15 21:53:32.000000+00,,,MISSED,2024-10-15 21:55:32.000000+00,
11096,5746,10,4,2024-10-16 05:53:32.000000+00,,,MISSED,2024-10-16 05:55:32.000000+00,
11097,5747,6,1,2024-10-02 11:43:15.000000+00,,,MISSED,2024-10-02 11:45:15.000000+00,
11098,5747,6,2,2024-10-02 15:43:15.000000+00,,,MISSED,2024-10-02 15:45:15.000000+00,
11099,5747,6,3,2024-10-02 19:43:15.000000+00,,,MISSED,2024-10-02 19:45:15.000000+00,
11100,5747,6,4,2024-10-02 23:43:15.000000+00,2024-10-02 23:43:31.000000+00,2024-10-02 23:47:33.000000+00,ANSWERED,2024-10-02 23:47:33.000000+00,
11101,5748,10,1,2024-11-05 16:40:09.000000+00,2024-11-05 16:40:32.000000+00,2024-11-05 16:45:14.000000+00,ANSWERED,2024-11-05 16:45:14.000000+00,
11102,5749,8,1,2025-09-04 08:48:56.000000+00,,,MISSED,2025-09-04 08:50:56.000000+00,
11103,5749,8,2,2025-09-04 16:48:56.000000+00,2025-09-04 16:49:17.000000+00,2025-09-04 16:51:01.000000+00,ANSWERED,2025-09-04 16:51:01.000000+00,
11104,5750,10,1,2023-10-22 15:11:10.000000+00,,,MISSED,2023-10-22 15:13:10.000000+00,
11105,5750,10,2,2023-10-22 17:11:10.000000+00,,,MISSED,2023-10-22 17:13:10.000000+00,
