id,issue_id,uploaded_by_user_id,image_url,image_type,ai_flag,ai_details,created_at,updated_at
841,570,3,https://ik.imagekit.io/facility/issues/570/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-07-13 10:16:23.000000+00,2024-07-13 10:16:23.000000+00
842,571,3,https://ik.imagekit.io/facility/issues/571/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-08-05 08:59:31.000000+00,2024-08-05 08:59:31.000000+00
843,571,9,https://ik.imagekit.io/facility/issues/571/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-08-11 08:59:31.000000+00,2024-08-11 08:59:31.000000+00
844,572,3,https://ik.imagekit.io/facility/issues/572/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-09-09 16:48:36.000000+00,2024-09-09 16:48:36.000000+00
845,572,9,https://ik.imagekit.io/facility/issues/572/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-09-14 16:48:36.000000+00,2024-09-14 16:48:36.000000+00
846,573,3,https://ik.imagekit.io/facility/issues/573/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-09-21 16:28:22.000000+00,2024-09-21 16:28:22.000000+00
847,573,9,https://ik.imagekit.io/facility/issues/573/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-09-28 16:28:22.000000+00,2024-09-28 16:28:22.000000+00
848,574,8,https://ik.imagekit.io/facility/issues/574/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-10-24 16:43:42.000000+00,2024-10-24 16:43:42.000000+00
849,575,3,https://ik.imagekit.io/facility/issues/575/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-10-23 12:24:23.000000+00,2024-10-23 12:24:23.000000+00
850,576,3,https://ik.imagekit.io/facility/issues/576/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-12-12 12:28:18.000000+00,2024-12-12 12:28:18.000000+00
851,576,7,https://ik.imagekit.io/facility/issues/576/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-12-22 12:28:18.000000+00,2024-12-22 12:28:18.000000+00
852,577,9,https://ik.imagekit.io/facility/issues/577/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-12-24 18:33:21.000000+00,2024-12-24 18:33:21.000000+00
853,578,3,https://ik.imagekit.io/facility/issues/578/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-12-23 15:08:12.000000+00,2024-12-23 15:08:12.000000+00
854,578,10,https://ik.imagekit.io/facility/issues/578/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-12-27 15:08:12.000000+00,2024-12-27 15:08:12.000000+00
855,579,3,https://ik.imagekit.io/facility/issues/579/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-12-23 08:00:09.000000+00,2024-12-23 08:00:09.000000+00
856,580,3,https://ik.imagekit.io/facility/issues/580/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-01-02 08:48:17.000000+00,2025-01-02 08:48:17.000000+00
857,580,8,https://ik.imagekit.io/facility/issues/580/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-01-15 08:48:17.000000+00,2025-01-15 08:48:17.000000+00
858,581,3,https://ik.imagekit.io/facility/issues/581/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-01-06 12:46:36.000000+00,2025-01-06 12:46:36.000000+00
859,582,3,https://ik.imagekit.io/facility/issues/582/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-03-08 11:26:40.000000+00,2025-03-08 11:26:40.000000+00
860,582,8,https://ik.imagekit.io/facility/issues/582/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-03-22 11:26:40.000000+00,2025-03-22 11:26:40.000000+00
861,583,3,https://ik.imagekit.io/facility/issues/583/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-03-13 11:20:52.000000+00,2025-03-13 11:20:52.000000+00
862,584,3,https://ik.imagekit.io/facility/issues/584/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-03-21 13:23:49.000000+00,2025-03-21 13:23:49.000000+00
863,585,3,https://ik.imagekit.io/facility/issues/585/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-03-21 16:39:44.000000+00,2025-03-21 16:39:44.000000+00
864,585,9,https://ik.imagekit.io/facility/issues/585/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-03-26 16:39:44.000000+00,2025-03-26 16:39:44.000000+00
865,586,3,https://ik.imagekit.io/facility/issues/586/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-03-30 10:28:56.000000+00,2025-03-30 10:28:56.000000+00
866,586,10,https://ik.imagekit.io/facility/issues/586/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-04-07 10:28:56.000000+00,2025-04-07 10:28:56.000000+00
867,587,3,https://ik.imagekit.io/facility/issues/587/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-04-05 14:19:08.000000+00,2025-04-05 14:19:08.000000+00
868,588,3,https://ik.imagekit.io/facility/issues/588/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-04-20 09:50:42.000000+00,2025-04-20 09:50:42.000000+00
869,589,3,https://ik.imagekit.io/facility/issues/589/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-04-24 17:13:37.000000+00,2025-04-24 17:13:37.000000+00
870,589,10,https://ik.imagekit.io/facility/issues/589/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-04-30 17:13:37.000000+00,2025-04-30 17:13:37.000000+00
871,590,3,https://ik.imagekit.io/facility/issues/590/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-06-03 14:15:32.000000+00,2025-06-03 14:15:32.000000+00
872,590,7,https://ik.imagekit.io/facility/issues/590/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-06-07 14:15:32.000000+00,2025-06-07 14:15:32.000000+00
873,591,3,https://ik.imagekit.io/facility/issues/591/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-06-23 18:06:59.000000+00,2025-06-23 18:06:59.000000+00
874,592,3,https://ik.imagekit.io/facility/issues/592/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-06-30 12:13:32.000000+00,2025-06-30 12:13:32.000000+00
875,593,3,https://ik.imagekit.io/facility/issues/593/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-07-05 14:35:46.000000+00,2025-07-05 14:35:46.000000+00
876,594,3,https://ik.imagekit.io/facility/issues/594/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-07-06 12:35:26.000000+00,2025-07-06 12:35:26.000000+00
877,595,9,https://ik.imagekit.io/facility/issues/595/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-08-26 12:42:43.000000+00,2025-08-26 12:42:43.000000+00
878,596,3,https://ik.imagekit.io/facility/issues/596/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-09-17 10:54:25.000000+00,2025-09-17 10:54:25.000000+00
879,596,8,https://ik.imagekit.io/facility/issues/596/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-09-25 10:54:25.000000+00,2025-09-25 10:54:25.000000+00
880,597,3,https://ik.imagekit.io/facility/issues/597/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-09-27 17:22:30.000000+00,2025-09-27 17:22:30.000000+00
881,598,3,https://ik.imagekit.io/facility/issues/598/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-09-30 17:01:06.000000+00,2025-09-30 17:01:06.000000+00
882,599,3,https://ik.imagekit.io/facility/issues/599/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-10-01 13:48:04.000000+00,2025-10-01 13:48:04.000000+00
883,600,3,https://ik.imagekit.io/facility/issues/600/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-10-11 13:01:48.000000+00,2025-10-11 13:01:48.000000+00
884,601,3,https://ik.imagekit.io/facility/issues/601/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-10-23 16:19:56.000000+00,2025-10-23 16:19:56.000000+00
885,602,3,https://ik.imagekit.io/facility/issues/602/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-10-26 13:34:36.000000+00,2025-10-26 13:34:36.000000+00
886,602,10,https://ik.imagekit.io/facility/issues/602/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-11-05 13:34:36.000000+00,2025-11-05 13:34:36.000000+00
887,603,3,https://ik.imagekit.io/facility/issues/603/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-10-27 09:37:02.000000+00,2025-10-27 09:37:02.000000+00
888,603,10,https://ik.imagekit.io/facility/issues/603/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-11-09 09:37:02.000000+00,2025-11-09 09:37:02.000000+00
889,604,3,https://ik.imagekit.io/facility/issues/604/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-11-22 11:22:03.000000+00,2025-11-22 11:22:03.000000+00
890,604,6,https://ik.imagekit.io/facility/issues/604/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-11-30 11:22:03.000000+00,2025-11-30 11:22:03.000000+00
891,605,3,https://ik.imagekit.io/facility/issues/605/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-12-23 13:02:29.000000+00,2025-12-23 13:02:29.000000+00
892,605,9,https://ik.imagekit.io/facility/issues/605/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2026-01-03 13:02:29.000000+00,2026-01-03 13:02:29.000000+00
893,606,3,https://ik.imagekit.io/facility/issues/606/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-12-27 12:44:43.000000+00,2025-12-27 12:44:43.000000+00
894,606,10,https://ik.imagekit.io/facility/issues/606/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2026-01-10 12:44:43.000000+00,2026-01-10 12:44:43.000000+00
895,607,3,https://ik.imagekit.io/facility/issues/607/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-12-30 12:54:50.000000+00,2025-12-30 12:54:50.000000+00
896,607,9,https://ik.imagekit.io/facility/issues/607/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2026-01-03 12:54:50.000000+00,2026-01-03 12:54:50.000000+00
897,608,3,https://ik.imagekit.io/facility/issues/608/before-1.jpg,BEFORE,NOT_CHECKED,{},2026-01-10 14:37:06.000000+00,2026-01-10 14:37:06.000000+00
898,609,1,https://ik.imagekit.io/facility/issues/609/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-02-27 08:51:52.000000+00,2024-02-27 08:51:52.000000+00
899,609,10,https://ik.imagekit.io/facility/issues/609/after-1.jpg,AFTER,SUSPECT,"{""confidence"":0.61,""suspect_reason"":""work incomplete""}",2024-03-08 08:51:52.000000+00,2024-03-08 08:51:52.000000+00
900,610,1,https://ik.imagekit.io/facility/issues/610/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-05-03 11:51:17.000000+00,2024-05-03 11:51:17.000000+00
901,611,1,https://ik.imagekit.io/facility/issues/611/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-05-11 09:26:57.000000+00,2024-05-11 09:26:57.000000+00
902,612,1,https://ik.imagekit.io/facility/issues/612/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-05-30 15:49:59.000000+00,2024-05-30 15:49:59.000000+00
903,612,10,https://ik.imagekit.io/facility/issues/612/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-06-06 15:49:59.000000+00,2024-06-06 15:49:59.000000+00
904,613,1,https://ik.imagekit.io/facility/issues/613/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-06-09 15:47:15.000000+00,2024-06-09 15:47:15.000000+00
905,614,1,https://ik.imagekit.io/facility/issues/614/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-07-05 13:44:07.000000+00,2024-07-05 13:44:07.000000+00
906,614,10,https://ik.imagekit.io/facility/issues/614/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-07-12 13:44:07.000000+00,2024-07-12 13:44:07.000000+00
907,615,1,https://ik.imagekit.io/facility/issues/615/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-07-07 11:41:57.000000+00,2024-07-07 11:41:57.000000+00
908,616,1,https://ik.imagekit.io/facility/issues/616/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-07-08 11:51:43.000000+00,2024-07-08 11:51:43.000000+00
909,616,8,https://ik.imagekit.io/facility/issues/616/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-07-18 11:51:43.000000+00,2024-07-18 11:51:43.000000+00
910,617,1,https://ik.imagekit.io/facility/issues/617/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-07-16 15:19:13.000000+00,2024-07-16 15:19:13.000000+00
911,617,9,https://ik.imagekit.io/facility/issues/617/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-07-30 15:19:13.000000+00,2024-07-30 15:19:13.000000+00
912,618,1,https://ik.imagekit.io/facility/issues/618/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-07-27 12:26:59.000000+00,2024-07-27 12:26:59.000000+00
913,618,9,https://ik.imagekit.io/facility/issues/618/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-08-01 12:26:59.000000+00,2024-08-01 12:26:59.000000+00
914,619,1,https://ik.imagekit.io/facility/issues/619/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-07-28 15:47:20.000000+00,2024-07-28 15:47:20.000000+00
915,620,8,https://ik.imagekit.io/facility/issues/620/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-08-25 11:36:05.000000+00,2024-08-25 11:36:05.000000+00
916,621,1,https://ik.imagekit.io/facility/issues/621/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-08-20 10:11:43.000000+00,2024-08-20 10:11:43.000000+00
917,622,1,https://ik.imagekit.io/facility/issues/622/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-08-30 15:36:14.000000+00,2024-08-30 15:36:14.000000+00
918,623,1,https://ik.imagekit.io/facility/issues/623/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-11-09 12:16:09.000000+00,2024-11-09 12:16:09.000000+00
919,623,8,https://ik.imagekit.io/facility/issues/623/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-11-14 12:16:09.000000+00,2024-11-14 12:16:09.000000+00
920,625,1,https://ik.imagekit.io/facility/issues/625/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-12-17 11:43:12.000000+00,2024-12-17 11:43:12.000000+00
921,625,10,https://ik.imagekit.io/facility/issues/625/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-12-21 11:43:12.000000+00,2024-12-21 11:43:12.000000+00
922,626,1,https://ik.imagekit.io/facility/issues/626/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-01-13 14:29:05.000000+00,2025-01-13 14:29:05.000000+00
923,626,6,https://ik.imagekit.io/facility/issues/626/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-01-23 14:29:05.000000+00,2025-01-23 14:29:05.000000+00
924,627,1,https://ik.imagekit.io/facility/issues/627/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-01-17 11:06:35.000000+00,2025-01-17 11:06:35.000000+00
925,627,6,https://ik.imagekit.io/facility/issues/627/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-01-28 11:06:35.000000+00,2025-01-28 11:06:35.000000+00
926,628,1,https://ik.imagekit.io/facility/issues/628/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-01-25 12:25:42.000000+00,2025-01-25 12:25:42.000000+00
927,628,10,https://ik.imagekit.io/facility/issues/628/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-02-02 12:25:42.000000+00,2025-02-02 12:25:42.000000+00
928,629,1,https://ik.imagekit.io/facility/issues/629/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-01-25 13:09:16.000000+00,2025-01-25 13:09:16.000000+00
929,629,6,https://ik.imagekit.io/facility/issues/629/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-02-05 13:09:16.000000+00,2025-02-05 13:09:16.000000+00
930,630,1,https://ik.imagekit.io/facility/issues/630/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-02-17 15:59:16.000000+00,2025-02-17 15:59:16.000000+00
931,630,10,https://ik.imagekit.io/facility/issues/630/after-1.jpg,AFTER,SUSPECT,"{""confidence"":0.61,""suspect_reason"":""work incomplete""}",2025-02-26 15:59:16.000000+00,2025-02-26 15:59:16.000000+00
932,631,1,https://ik.imagekit.io/facility/issues/631/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-04-17 11:02:30.000000+00,2025-04-17 11:02:30.000000+00
933,632,1,https://ik.imagekit.io/facility/issues/632/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-04-21 14:09:07.000000+00,2025-04-21 14:09:07.000000+00
934,632,8,https://ik.imagekit.io/facility/issues/632/after-1.jpg,AFTER,SUSPECT,"{""confidence"":0.61,""suspect_reason"":""work incomplete""}",2025-04-27 14:09:07.000000+00,2025-04-27 14:09:07.000000+00
935,633,1,https://ik.imagekit.io/facility/issues/633/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-04-24 13:36:11.000000+00,2025-04-24 13:36:11.000000+00
936,633,10,https://ik.imagekit.io/facility/issues/633/after-1.jpg,AFTER,SUSPECT,"{""confidence"":0.61,""suspect_reason"":""work incomplete""}",2025-05-08 13:36:11.000000+00,2025-05-08 13:36:11.000000+00
937,634,1,https://ik.imagekit.io/facility/issues/634/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-05-11 12:37:59.000000+00,2025-05-11 12:37:59.000000+00
938,634,6,https://ik.imagekit.io/facility/issues/634/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-05-22 12:37:59.000000+00,2025-05-22 12:37:59.000000+00
939,635,1,https://ik.imagekit.io/facility/issues/635/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-05-13 18:41:39.000000+00,2025-05-13 18:41:39.000000+00
940,635,6,https://ik.imagekit.io/facility/issues/635/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-05-17 18:41:39.000000+00,2025-05-17 18:41:39.000000+00
941,636,1,https://ik.imagekit.io/facility/issues/636/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-05-19 17:24:05.000000+00,2025-05-19 17:24:05.000000+00
942,637,1,https://ik.imagekit.io/facility/issues/637/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-05-30 11:48:41.000000+00,2025-05-30 11:48:41.000000+00
943,637,10,https://ik.imagekit.io/facility/issues/637/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-06-09 11:48:41.000000+00,2025-06-09 11:48:41.000000+00
944,638,1,https://ik.imagekit.io/facility/issues/638/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-06-28 12:12:31.000000+00,2025-06-28 12:12:31.000000+00
945,639,1,https://ik.imagekit.io/facility/issues/639/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-07-12 12:27:05.000000+00,2025-07-12 12:27:05.000000+00
946,639,6,https://ik.imagekit.io/facility/issues/639/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-07-26 12:27:05.000000+00,2025-07-26 12:27:05.000000+00
947,640,1,https://ik.imagekit.io/facility/issues/640/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-07-26 14:05:18.000000+00,2025-07-26 14:05:18.000000+00
948,640,8,https://ik.imagekit.io/facility/issues/640/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-08-06 14:05:18.000000+00,2025-08-06 14:05:18.000000+00
949,641,1,https://ik.imagekit.io/facility/issues/641/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-08-27 11:27:18.000000+00,2025-08-27 11:27:18.000000+00
950,641,7,https://ik.imagekit.io/facility/issues/641/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-09-08 11:27:18.000000+00,2025-09-08 11:27:18.000000+00
951,642,1,https://ik.imagekit.io/facility/issues/642/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-09-07 15:22:16.000000+00,2025-09-07 15:22:16.000000+00
952,643,1,https://ik.imagekit.io/facility/issues/643/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-09-07 12:45:19.000000+00,2025-09-07 12:45:19.000000+00
953,645,1,https://ik.imagekit.io/facility/issues/645/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-09-23 12:42:47.000000+00,2025-09-23 12:42:47.000000+00
954,645,10,https://ik.imagekit.io/facility/issues/645/after-1.jpg,AFTER,SUSPECT,"{""confidence"":0.61,""suspect_reason"":""work incomplete""}",2025-10-06 12:42:47.000000+00,2025-10-06 12:42:47.000000+00
955,646,1,https://ik.imagekit.io/facility/issues/646/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-09-28 10:12:07.000000+00,2025-09-28 10:12:07.000000+00
956,646,9,https://ik.imagekit.io/facility/issues/646/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-10-05 10:12:07.000000+00,2025-10-05 10:12:07.000000+00
957,647,1,https://ik.imagekit.io/facility/issues/647/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-10-03 15:12:05.000000+00,2025-10-03 15:12:05.000000+00
958,647,8,https://ik.imagekit.io/facility/issues/647/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-10-07 15:12:05.000000+00,2025-10-07 15:12:05.000000+00
959,648,1,https://ik.imagekit.io/facility/issues/648/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-10-19 12:01:55.000000+00,2025-10-19 12:01:55.000000+00
960,649,1,https://ik.imagekit.io/facility/issues/649/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-11-06 12:26:54.000000+00,2025-11-06 12:26:54.000000+00
961,649,10,https://ik.imagekit.io/facility/issues/649/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-11-16 12:26:54.000000+00,2025-11-16 12:26:54.000000+00
962,650,1,https://ik.imagekit.io/facility/issues/650/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-11-10 12:20:35.000000+00,2025-11-10 12:20:35.000000+00
963,650,6,https://ik.imagekit.io/facility/issues/650/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-11-15 12:20:35.000000+00,2025-11-15 12:20:35.000000+00
964,651,1,https://ik.imagekit.io/facility/issues/651/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-11-27 11:12:30.000000+00,2025-11-27 11:12:30.000000+00
965,651,8,https://ik.imagekit.io/facility/issues/651/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-12-10 11:12:30.000000+00,2025-12-10 11:12:30.000000+00
966,652,1,https://ik.imagekit.io/facility/issues/652/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-11-29 14:26:53.000000+00,2025-11-29 14:26:53.000000+00
967,653,2,https://ik.imagekit.io/facility/issues/653/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-01-28 14:21:52.000000+00,2024-01-28 14:21:52.000000+00
968,654,2,https://ik.imagekit.io/facility/issues/654/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-02-07 09:23:45.000000+00,2024-02-07 09:23:45.000000+00
969,654,9,https://ik.imagekit.io/facility/issues/654/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-02-14 09:23:45.000000+00,2024-02-14 09:23:45.000000+00
970,655,10,https://ik.imagekit.io/facility/issues/655/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-02-25 12:58:26.000000+00,2024-02-25 12:58:26.000000+00
971,656,2,https://ik.imagekit.io/facility/issues/656/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-02-18 18:10:27.000000+00,2024-02-18 18:10:27.000000+00
972,656,9,https://ik.imagekit.io/facility/issues/656/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-03-03 18:10:27.000000+00,2024-03-03 18:10:27.000000+00
973,657,2,https://ik.imagekit.io/facility/issues/657/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-02-18 14:55:19.000000+00,2024-02-18 14:55:19.000000+00
974,657,9,https://ik.imagekit.io/facility/issues/657/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-02-26 14:55:19.000000+00,2024-02-26 14:55:19.000000+00
975,658,2,https://ik.imagekit.io/facility/issues/658/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-03-01 13:28:44.000000+00,2024-03-01 13:28:44.000000+00
976,659,2,https://ik.imagekit.io/facility/issues/659/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-03-27 16:33:34.000000+00,2024-03-27 16:33:34.000000+00
977,659,8,https://ik.imagekit.io/facility/issues/659/after-1.jpg,AFTER,SUSPECT,"{""confidence"":0.61,""suspect_reason"":""work incomplete""}",2024-04-04 16:33:34.000000+00,2024-04-04 16:33:34.000000+00
978,660,2,https://ik.imagekit.io/facility/issues/660/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-03-28 13:15:53.000000+00,2024-03-28 13:15:53.000000+00
979,660,9,https://ik.imagekit.io/facility/issues/660/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-04-02 13:15:53.000000+00,2024-04-02 13:15:53.000000+00
980,661,2,https://ik.imagekit.io/facility/issues/661/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-03-31 17:28:19.000000+00,2024-03-31 17:28:19.000000+00
981,662,2,https://ik.imagekit.io/facility/issues/662/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-04-01 13:08:45.000000+00,2024-04-01 13:08:45.000000+00
982,664,2,https://ik.imagekit.io/facility/issues/664/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-04-12 13:49:25.000000+00,2024-04-12 13:49:25.000000+00
983,664,9,https://ik.imagekit.io/facility/issues/664/after-1.jpg,AFTER,SUSPECT,"{""confidence"":0.61,""suspect_reason"":""work incomplete""}",2024-04-23 13:49:25.000000+00,2024-04-23 13:49:25.000000+00
984,665,2,https://ik.imagekit.io/facility/issues/665/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-05-04 14:08:45.000000+00,2024-05-04 14:08:45.000000+00
985,666,2,https://ik.imagekit.io/facility/issues/666/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-05-08 17:38:54.000000+00,2024-05-08 17:38:54.000000+00
986,667,2,https://ik.imagekit.io/facility/issues/667/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-05-09 11:31:01.000000+00,2024-05-09 11:31:01.000000+00
987,667,9,https://ik.imagekit.io/facility/issues/667/after-1.jpg,AFTER,SUSPECT,"{""confidence"":0.61,""suspect_reason"":""work incomplete""}",2024-05-19 11:31:01.000000+00,2024-05-19 11:31:01.000000+00
988,668,2,https://ik.imagekit.io/facility/issues/668/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-06-08 12:07:35.000000+00,2024-06-08 12:07:35.000000+00
989,668,10,https://ik.imagekit.io/facility/issues/668/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-06-21 12:07:35.000000+00,2024-06-21 12:07:35.000000+00
990,669,2,https://ik.imagekit.io/facility/issues/669/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-06-15 13:48:08.000000+00,2024-06-15 13:48:08.000000+00
991,670,2,https://ik.imagekit.io/facility/issues/670/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-06-26 13:24:14.000000+00,2024-06-26 13:24:14.000000+00
992,671,2,https://ik.imagekit.io/facility/issues/671/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-07-21 13:50:49.000000+00,2024-07-21 13:50:49.000000+00
993,671,6,https://ik.imagekit.io/facility/issues/671/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-07-26 13:50:49.000000+00,2024-07-26 13:50:49.000000+00
994,672,2,https://ik.imagekit.io/facility/issues/672/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-07-28 08:42:59.000000+00,2024-07-28 08:42:59.000000+00
