id,site_id,raised_by_supervisor_id,title,description,priority,deadline_at,status,track_status,latitude,longitude,created_at,updated_at
3474,14,1,Network switch failure #3474,Painting issue at site. Priority: medium. Requires immediate attention.,medium,2025-08-09 04:10:43.000000+00,RESOLVED_PENDING_REVIEW,ON_TRACK,13.12069,80.125642,2025-07-30 04:10:43.000000+00,2025-07-30 17:10:43.000000+00
3475,6,2,Floor drain blocked #3475,Hvac issue at site. Priority: high. Requires immediate attention.,high,2022-12-17 09:14:27.000000+00,RESOLVED_PENDING_REVIEW,ON_TRACK,13.023474,79.988584,2022-12-11 09:14:27.000000+00,2022-12-12 08:14:27.000000+00
3476,15,1,Electrical fault in panel #3476,Carpentry issue at site. Priority: high. Requires immediate attention.,high,2024-03-05 11:52:42.000000+00,REOPENED,ON_TRACK,13.124856,80.103946,2024-02-25 11:52:42.000000+00,2024-02-26 09:52:42.000000+00
3477,1,1,Cable tray damage #3477,Mechanical issue at site. Priority: medium. Requires immediate attention.,medium,2025-02-02 00:49:46.000000+00,ASSIGNED,DELAYED,12.856054,80.321354,2025-01-22 00:49:46.000000+00,2025-01-22 23:49:46.000000+00
3478,1,1,Light fixture failure #3478,Network issue at site. Priority: low. Requires immediate attention.,low,2026-01-01 10:27:05.000000+00,ASSIGNED,ON_TRACK,12.852517,80.177327,2025-12-25 10:27:05.000000+00,2025-12-27 10:27:05.000000+00
3479,7,3,AC unit malfunction #3479,Electrical issue at site. Priority: high. Requires immediate attention.,high,2023-08-29 20:10:04.000000+00,COMPLETED,ON_TRACK,12.897871,80.289541,2023-08-22 20:10:04.000000+00,2023-08-24 16:10:04.000000+00
3480,9,3,Ceiling tile damage #3480,Plumbing issue at site. Priority: high. Requires immediate attention.,high,2024-11-20 14:23:11.000000+00,IN_PROGRESS,DELAYED,12.717297,80.096178,2024-11-13 14:23:11.000000+00,2024-11-14 04:23:11.000000+00
3481,11,2,Sewage backup #3481,Network issue at site. Priority: low. Requires immediate attention.,low,2025-05-15 10:54:33.000000+00,IN_PROGRESS,DELAYED,12.604274,80.29684,2025-05-08 10:54:33.000000+00,2025-05-08 20:54:33.000000+00
3482,1,1,Cable tray damage #3482,Network issue at site. Priority: low. Requires immediate attention.,low,2024-02-19 18:13:33.000000+00,IN_PROGRESS,DELAYED,12.93084,80.166588,2024-01-29 18:13:33.000000+00,2024-01-30 04:13:33.000000+00
3483,16,1,Roof leak reported #3483,Plumbing issue at site. Priority: low. Requires immediate attention.,low,2024-06-08 17:36:51.000000+00,RESOLVED_PENDING_REVIEW,DELAYED,12.935419,80.285201,2024-05-29 17:36:51.000000+00,2024-05-31 08:36:51.000000+00
3484,5,1,Window seal damaged #3484,Plumbing issue at site. Priority: high. Requires immediate attention.,high,2023-10-09 09:54:33.000000+00,ESCALATED,DELAYED,12.879214,80.062918,2023-10-05 09:54:33.000000+00,2023-10-05 16:54:33.000000+00
3485,17,2,Carpentry repair needed #3485,Plumbing issue at site. Priority: medium. Requires immediate attention.,medium,2024-03-28 15:43:53.000000+00,COMPLETED,ON_TRACK,13.04964,79.956763,2024-03-18 15:43:53.000000+00,2024-03-18 21:43:53.000000+00
3486,11,2,Door hinge broken #3486,Electrical issue at site. Priority: low. Requires immediate attention.,low,2024-12-09 11:10:32.000000+00,OPEN,DELAYED,13.144187,80.344165,2024-12-01 11:10:32.000000+00,2024-12-02 09:10:32.000000+00
3487,3,2,Ceiling tile damage #3487,Mechanical issue at site. Priority: low. Requires immediate attention.,low,2026-02-01 09:13:05.000000+00,COMPLETED,DELAYED,12.968574,80.261733,2026-01-12 09:13:05.000000+00,2026-01-12 17:13:05.000000+00
3488,8,3,Painting required #3488,Hvac issue at site. Priority: medium. Requires immediate attention.,medium,2022-08-14 18:58:02.000000+00,COMPLETED,DELAYED,13.00582,80.092027,2022-08-02 18:58:02.000000+00,2022-08-03 17:58:02.000000+00
3489,11,2,Exhaust fan issue #3489,Network issue at site. Priority: low. Requires immediate attention.,low,2023-02-01 18:14:40.000000+00,COMPLETED,DELAYED,12.995543,79.928174,2023-01-19 18:14:40.000000+00,2023-01-20 15:14:40.000000+00
3490,14,1,Pump motor failure #3490,Painting issue at site. Priority: low. Requires immediate attention.,low,2025-10-05 13:07:24.000000+00,REOPENED,ON_TRACK,12.957683,80.105093,2025-09-25 13:07:24.000000+00,2025-09-26 11:07:24.000000+00
3491,9,3,Ceiling tile damage #3491,Network issue at site. Priority: low. Requires immediate attention.,low,2025-01-01 10:34:05.000000+00,RESOLVED_PENDING_REVIEW,ON_TRACK,13.042839,80.325276,2024-12-12 10:34:05.000000+00,2024-12-13 08:34:05.000000+00
3492,1,1,Exhaust fan issue #3492,Electrical issue at site. Priority: low. Requires immediate attention.,low,2022-11-21 08:45:30.000000+00,ESCALATED,ON_TRACK,13.195036,80.087118,2022-11-10 08:45:30.000000+00,2022-11-11 13:45:30.000000+00
3493,10,1,Pump motor failure #3493,Carpentry issue at site. Priority: low. Requires immediate attention.,low,2025-03-14 13:19:45.000000+00,COMPLETED,ON_TRACK,12.923307,79.951705,2025-03-03 13:19:45.000000+00,2025-03-05 01:19:45.000000+00
3494,6,2,Electrical fault in panel #3494,Plumbing issue at site. Priority: high. Requires immediate attention.,high,2025-04-02 13:57:20.000000+00,RESOLVED_PENDING_REVIEW,DELAYED,13.175042,80.025773,2025-03-23 13:57:20.000000+00,2025-03-24 12:57:20.000000+00
3495,2,2,Window seal damaged #3495,Electrical issue at site. Priority: high. Requires immediate attention.,high,2025-04-19 09:13:19.000000+00,COMPLETED,ON_TRACK,12.82405,80.145458,2025-04-10 09:13:19.000000+00,2025-04-11 12:13:19.000000+00
3496,20,3,HVAC not cooling #3496,Network issue at site. Priority: high. Requires immediate attention.,high,2025-12-06 11:34:31.000000+00,IN_PROGRESS,ON_TRACK,12.775893,80.298064,2025-11-29 11:34:31.000000+00,2025-11-29 17:34:31.000000+00
3497,6,2,Leaking pipe in restroom #3497,Hvac issue at site. Priority: high. Requires immediate attention.,high,2025-03-08 16:53:44.000000+00,ESCALATED,ON_TRACK,12.758173,80.274053,2025-03-02 16:53:44.000000+00,2025-03-03 22:53:44.000000+00
3498,5,1,Door hinge broken #3498,Network issue at site. Priority: medium. Requires immediate attention.,medium,2025-02-22 12:49:14.000000+00,OPEN,ON_TRACK,13.166582,80.089712,2025-02-08 12:49:14.000000+00,2025-02-08 23:49:14.000000+00
3499,2,2,Door hinge broken #3499,Mechanical issue at site. Priority: low. Requires immediate attention.,low,2025-07-15 08:55:15.000000+00,OPEN,ON_TRACK,12.964131,79.996301,2025-06-24 08:55:15.000000+00,2025-06-26 04:55:15.000000+00
3500,16,1,Network switch failure #3500,Mechanical issue at site. Priority: medium. Requires immediate attention.,medium,2023-02-15 09:02:55.000000+00,ASSIGNED,DELAYED,12.751156,80.163434,2023-02-02 09:02:55.000000+00,2023-02-02 17:02:55.000000+00
3501,17,2,Water seepage issue #3501,Electrical issue at site. Priority: low. Requires immediate attention.,low,2025-01-20 08:13:42.000000+00,REOPENED,ON_TRACK,13.148753,79.915828,2024-12-30 08:13:42.000000+00,2024-12-31 17:13:42.000000+00
3502,6,2,Mechanical breakdown #3502,Mechanical issue at site. Priority: medium. Requires immediate attention.,medium,2025-02-24 15:12:43.000000+00,REOPENED,ON_TRACK,13.089321,80.311848,2025-02-17 15:12:43.000000+00,2025-02-17 16:12:43.000000+00
3503,14,1,AC unit malfunction #3503,Mechanical issue at site. Priority: low. Requires immediate attention.,low,2023-09-13 14:44:23.000000+00,IN_PROGRESS,ON_TRACK,13.105528,80.125702,2023-09-05 14:44:23.000000+00,2023-09-06 23:44:23.000000+00
3504,16,1,Exhaust fan issue #3504,Carpentry issue at site. Priority: low. Requires immediate attention.,low,2025-11-23 15:33:35.000000+00,COMPLETED,DELAYED,13.192826,80.057345,2025-11-08 15:33:35.000000+00,2025-11-10 14:33:35.000000+00
3505,16,1,Network switch failure #3505,Network issue at site. Priority: medium. Requires immediate attention.,medium,2025-02-23 20:05:23.000000+00,ESCALATED,ON_TRACK,13.020342,80.11469,2025-02-11 20:05:23.000000+00,2025-02-13 11:05:23.000000+00
3506,3,2,Roof leak reported #3506,Mechanical issue at site. Priority: low. Requires immediate attention.,low,2025-12-16 02:28:15.000000+00,IN_PROGRESS,ON_TRACK,12.776225,79.930166,2025-11-26 02:28:15.000000+00,2025-11-27 03:28:15.000000+00
3507,19,2,Light fixture failure #3507,Carpentry issue at site. Priority: high. Requires immediate attention.,high,2025-11-17 08:48:02.000000+00,IN_PROGRESS,ON_TRACK,12.98317,80.156981,2025-11-11 08:48:02.000000+00,2025-11-12 19:48:02.000000+00
3508,7,3,Roof leak reported #3508,Electrical issue at site. Priority: medium. Requires immediate attention.,medium,2025-04-11 16:25:25.000000+00,IN_PROGRESS,DELAYED,13.113986,80.143899,2025-03-29 16:25:25.000000+00,2025-03-30 12:25:25.000000+00
3509,5,1,Floor drain blocked #3509,Plumbing issue at site. Priority: medium. Requires immediate attention.,medium,2022-02-07 14:51:21.000000+00,COMPLETED,DELAYED,12.984886,80.348217,2022-02-02 14:51:21.000000+00,2022-02-03 07:51:21.000000+00
3510,4,3,Light fixture failure #3510,Plumbing issue at site. Priority: medium. Requires immediate attention.,medium,2023-03-05 10:33:54.000000+00,COMPLETED,DELAYED,13.0406,80.348962,2023-02-28 10:33:54.000000+00,2023-03-01 01:33:54.000000+00
3511,7,3,Electrical fault in panel #3511,Hvac issue at site. Priority: medium. Requires immediate attention.,medium,2022-10-13 04:10:24.000000+00,REOPENED,ON_TRACK,12.960113,80.114374,2022-10-04 04:10:24.000000+00,2022-10-05 21:10:24.000000+00
3512,19,2,Pump motor failure #3512,Mechanical issue at site. Priority: medium. Requires immediate attention.,medium,2025-09-16 08:34:17.000000+00,COMPLETED,ON_TRACK,12.698752,80.223325,2025-09-02 08:34:17.000000+00,2025-09-03 05:34:17.000000+00
3513,7,3,Network switch failure #3513,Network issue at site. Priority: high. Requires immediate attention.,high,2023-10-31 14:04:09.000000+00,COMPLETED,DELAYED,12.846706,80.069537,2023-10-21 14:04:09.000000+00,2023-10-22 03:04:09.000000+00
3514,11,2,Mechanical breakdown #3514,Hvac issue at site. Priority: low. Requires immediate attention.,low,2024-09-17 09:17:46.000000+00,ASSIGNED,DELAYED,13.192286,79.954222,2024-09-07 09:17:46.000000+00,2024-09-08 18:17:46.000000+00
3515,7,3,HVAC not cooling #3515,Carpentry issue at site. Priority: low. Requires immediate attention.,low,2025-10-14 18:36:55.000000+00,IN_PROGRESS,ON_TRACK,13.027934,80.063202,2025-09-28 18:36:55.000000+00,2025-09-28 22:36:55.000000+00
3516,2,2,Network switch failure #3516,Network issue at site. Priority: low. Requires immediate attention.,low,2025-04-23 08:19:03.000000+00,OPEN,DELAYED,12.617722,79.978917,2025-04-04 08:19:03.000000+00,2025-04-05 13:19:03.000000+00
3517,2,2,Water seepage issue #3517,Electrical issue at site. Priority: high. Requires immediate attention.,high,2023-09-26 07:06:29.000000+00,IN_PROGRESS,ON_TRACK,13.130672,80.259199,2023-09-21 07:06:29.000000+00,2023-09-21 21:06:29.000000+00
3518,10,1,Cable tray damage #3518,Painting issue at site. Priority: low. Requires immediate attention.,low,2024-09-28 09:18:56.000000+00,IN_PROGRESS,DELAYED,12.863897,80.260845,2024-09-11 09:18:56.000000+00,2024-09-12 11:18:56.000000+00
3519,6,2,Ceiling tile damage #3519,Painting issue at site. Priority: medium. Requires immediate attention.,medium,2022-05-09 06:52:13.000000+00,ESCALATED,DELAYED,12.963326,80.317176,2022-04-27 06:52:13.000000+00,2022-04-29 00:52:13.000000+00
3520,20,3,Carpentry repair needed #3520,Electrical issue at site. Priority: low. Requires immediate attention.,low,2022-06-17 09:31:08.000000+00,COMPLETED,ON_TRACK,13.135405,80.143892,2022-06-03 09:31:08.000000+00,2022-06-04 07:31:08.000000+00
3521,3,2,HVAC not cooling #3521,Mechanical issue at site. Priority: high. Requires immediate attention.,high,2025-04-15 08:46:59.000000+00,IN_PROGRESS,ON_TRACK,13.010314,80.089824,2025-04-05 08:46:59.000000+00,2025-04-06 02:46:59.000000+00
3522,2,2,Roof leak reported #3522,Carpentry issue at site. Priority: low. Requires immediate attention.,low,2025-09-18 19:53:07.000000+00,ASSIGNED,DELAYED,12.952069,80.267411,2025-09-07 19:53:07.000000+00,2025-09-09 16:53:07.000000+00
3523,11,2,Window seal damaged #3523,Plumbing issue at site. Priority: high. Requires immediate attention.,high,2024-08-13 10:30:05.000000+00,OPEN,ON_TRACK,12.81054,79.923182,2024-08-06 10:30:05.000000+00,2024-08-08 07:30:05.000000+00
3524,18,2,Mechanical breakdown #3524,Carpentry issue at site. Priority: medium. Requires immediate attention.,medium,2023-11-16 09:41:13.000000+00,RESOLVED_PENDING_REVIEW,ON_TRACK,12.697745,80.24657,2023-11-05 09:41:13.000000+00,2023-11-06 09:41:13.000000+00
3525,15,1,Mechanical breakdown #3525,Mechanical issue at site. Priority: medium. Requires immediate attention.,medium,2022-06-05 15:07:11.000000+00,IN_PROGRESS,DELAYED,12.945133,80.156831,2022-05-30 15:07:11.000000+00,2022-06-01 09:07:11.000000+00
3526,20,3,Leaking pipe in restroom #3526,Painting issue at site. Priority: low. Requires immediate attention.,low,2022-06-04 15:00:42.000000+00,COMPLETED,ON_TRACK,13.051265,80.120256,2022-05-15 15:00:42.000000+00,2022-05-16 02:00:42.000000+00
3527,15,1,Ceiling tile damage #3527,Network issue at site. Priority: low. Requires immediate attention.,low,2025-09-11 10:47:17.000000+00,REOPENED,DELAYED,12.8021,80.099105,2025-08-31 10:47:17.000000+00,2025-08-31 11:47:17.000000+00
3528,1,1,Ceiling tile damage #3528,Electrical issue at site. Priority: medium. Requires immediate attention.,medium,2024-08-05 16:40:48.000000+00,COMPLETED,ON_TRACK,12.852027,80.252392,2024-07-31 16:40:48.000000+00,2024-08-01 14:40:48.000000+00
3529,19,2,Ceiling tile damage #3529,Hvac issue at site. Priority: medium. Requires immediate attention.,medium,2025-03-05 18:48:54.000000+00,COMPLETED,DELAYED,12.848767,80.19049,2025-02-20 18:48:54.000000+00,2025-02-22 03:48:54.000000+00
3530,16,1,Painting required #3530,Carpentry issue at site. Priority: medium. Requires immediate attention.,medium,2023-03-04 11:44:11.000000+00,RESOLVED_PENDING_REVIEW,ON_TRACK,12.725712,80.161588,2023-02-27 11:44:11.000000+00,2023-02-28 13:44:11.000000+00
3531,17,2,Pump motor failure #3531,Mechanical issue at site. Priority: high. Requires immediate attention.,high,2022-02-17 11:30:23.000000+00,ESCALATED,DELAYED,13.182064,80.23205,2022-02-09 11:30:23.000000+00,2022-02-10 06:30:23.000000+00
3532,11,2,Window seal damaged #3532,Mechanical issue at site. Priority: high. Requires immediate attention.,high,2025-01-06 14:56:20.000000+00,COMPLETED,ON_TRACK,12.602554,79.96449,2024-12-31 14:56:20.000000+00,2024-12-31 16:56:20.000000+00
3533,17,2,Painting required #3533,Plumbing issue at site. Priority: medium. Requires immediate attention.,medium,2022-12-22 10:22:29.000000+00,COMPLETED,ON_TRACK,12.611435,79.934211,2022-12-12 10:22:29.000000+00,2022-12-13 06:22:29.000000+00
3534,8,3,Generator fault #3534,Carpentry issue at site. Priority: high. Requires immediate attention.,high,2025-06-01 08:36:17.000000+00,OPEN,ON_TRACK,12.821921,80.232601,2025-05-24 08:36:17.000000+00,2025-05-25 03:36:17.000000+00
3535,19,2,AC unit malfunction #3535,Electrical issue at site. Priority: low. Requires immediate attention.,low,2024-11-03 11:48:57.000000+00,RESOLVED_PENDING_REVIEW,ON_TRACK,12.706389,80.263577,2024-10-21 11:48:57.000000+00,2024-10-22 15:48:57.000000+00
3536,1,1,Carpentry repair needed #3536,Electrical issue at site. Priority: medium. Requires immediate attention.,medium,2024-05-24 18:32:03.000000+00,ESCALATED,ON_TRACK,13.177079,79.927388,2024-05-12 18:32:03.000000+00,2024-05-14 04:32:03.000000+00
3537,17,2,Door hinge broken #3537,Carpentry issue at site. Priority: low. Requires immediate attention.,low,2025-04-09 09:40:29.000000+00,ESCALATED,DELAYED,12.952522,80.169018,2025-03-23 09:40:29.000000+00,2025-03-25 00:40:29.000000+00
3538,8,3,Mechanical breakdown #3538,Carpentry issue at site. Priority: medium. Requires immediate attention.,medium,2025-09-26 17:43:05.000000+00,ESCALATED,ON_TRACK,13.053512,80.175765,2025-09-18 17:43:05.000000+00,2025-09-19 06:43:05.000000+00
3539,7,3,Door hinge broken #3539,Network issue at site. Priority: medium. Requires immediate attention.,medium,2023-12-08 00:06:07.000000+00,IN_PROGRESS,DELAYED,12.907421,80.148265,2023-11-25 00:06:07.000000+00,2023-11-26 10:06:07.000000+00
3540,5,1,Door hinge broken #3540,Hvac issue at site. Priority: high. Requires immediate attention.,high,2024-03-16 15:13:35.000000+00,RESOLVED_PENDING_REVIEW,ON_TRACK,13.180059,79.946123,2024-03-07 15:13:35.000000+00,2024-03-09 15:13:35.000000+00
3541,5,1,Sewage backup #3541,Electrical issue at site. Priority: low. Requires immediate attention.,low,2023-06-19 18:38:53.000000+00,IN_PROGRESS,DELAYED,12.979085,80.006032,2023-06-01 18:38:53.000000+00,2023-06-02 09:38:53.000000+00
3542,12,3,Leaking pipe in restroom #3542,Electrical issue at site. Priority: high. Requires immediate attention.,high,2022-07-04 16:01:24.000000+00,ASSIGNED,DELAYED,13.154149,80.168573,2022-06-27 16:01:24.000000+00,2022-06-28 06:01:24.000000+00
3543,10,1,Sewage backup #3543,Electrical issue at site. Priority: low. Requires immediate attention.,low,2024-07-31 03:26:28.000000+00,ESCALATED,ON_TRACK,12.97008,80.057891,2024-07-12 03:26:28.000000+00,2024-07-12 13:26:28.000000+00
3544,5,1,Generator fault #3544,Mechanical issue at site. Priority: low. Requires immediate attention.,low,2024-11-16 10:34:05.000000+00,ESCALATED,DELAYED,12.633947,80.081872,2024-10-26 10:34:05.000000+00,2024-10-27 15:34:05.000000+00
3545,18,2,Sewage backup #3545,Painting issue at site. Priority: high. Requires immediate attention.,high,2023-10-11 01:20:17.000000+00,COMPLETED,DELAYED,13.020736,80.116968,2023-10-05 01:20:17.000000+00,2023-10-06 16:20:17.000000+00
3546,2,2,Cable tray damage #3546,Hvac issue at site. Priority: low. Requires immediate attention.,low,2024-10-24 12:58:27.000000+00,RESOLVED_PENDING_REVIEW,ON_TRACK,13.169772,80.158372,2024-10-09 12:58:27.000000+00,2024-10-09 15:58:27.000000+00
3547,12,3,Network switch failure #3547,Electrical issue at site. Priority: low. Requires immediate attention.,low,2024-12-20 08:42:27.000000+00,RESOLVED_PENDING_REVIEW,ON_TRACK,13.18474,79.963129,2024-12-11 08:42:27.000000+00,2024-12-12 00:42:27.000000+00
3548,8,3,Network switch failure #3548,Electrical issue at site. Priority: high. Requires immediate attention.,high,2023-03-21 10:16:57.000000+00,ESCALATED,DELAYED,12.898859,80.075289,2023-03-11 10:16:57.000000+00,2023-03-12 04:16:57.000000+00
3549,20,3,Leaking pipe in restroom #3549,Plumbing issue at site. Priority: high. Requires immediate attention.,high,2024-08-15 14:48:25.000000+00,OPEN,ON_TRACK,12.726885,80.161144,2024-08-11 14:48:25.000000+00,2024-08-12 14:48:25.000000+00
3550,16,1,Door hinge broken #3550,Electrical issue at site. Priority: high. Requires immediate attention.,high,2023-02-23 11:38:35.000000+00,ASSIGNED,DELAYED,12.88548,79.966341,2023-02-15 11:38:35.000000+00,2023-02-16 21:38:35.000000+00
3551,11,2,Light fixture failure #3551,Plumbing issue at site. Priority: medium. Requires immediate attention.,medium,2022-01-27 16:59:43.000000+00,REOPENED,DELAYED,13.106094,80.128655,2022-01-18 16:59:43.000000+00,2022-01-18 17:59:43.000000+00
3552,1,1,Cable tray damage #3552,Network issue at site. Priority: high. Requires immediate attention.,high,2024-09-02 02:41:58.000000+00,ASSIGNED,ON_TRACK,12.860214,80.209043,2024-08-24 02:41:58.000000+00,2024-08-25 23:41:58.000000+00
3553,9,3,HVAC not cooling #3553,Carpentry issue at site. Priority: medium. Requires immediate attention.,medium,2025-06-02 17:26:05.000000+00,RESOLVED_PENDING_REVIEW,DELAYED,13.014052,80.318399,2025-05-23 17:26:05.000000+00,2025-05-25 09:26:05.000000+00
3554,1,1,Light fixture failure #3554,Hvac issue at site. Priority: high. Requires immediate attention.,high,2024-02-27 17:25:19.000000+00,ASSIGNED,ON_TRACK,12.806844,80.173312,2024-02-21 17:25:19.000000+00,2024-02-22 12:25:19.000000+00
3555,11,2,Pump motor failure #3555,Electrical issue at site. Priority: high. Requires immediate attention.,high,2023-08-25 22:55:32.000000+00,ASSIGNED,DELAYED,12.660198,79.927674,2023-08-16 22:55:32.000000+00,2023-08-18 11:55:32.000000+00
3556,20,3,Door hinge broken #3556,Carpentry issue at site. Priority: low. Requires immediate attention.,low,2023-12-10 10:10:09.000000+00,COMPLETED,DELAYED,12.857568,80.291614,2023-11-22 10:10:09.000000+00,2023-11-22 16:10:09.000000+00
3557,11,2,Generator fault #3557,Electrical issue at site. Priority: low. Requires immediate attention.,low,2023-01-11 01:51:50.000000+00,OPEN,DELAYED,12.688656,79.904999,2023-01-04 01:51:50.000000+00,2023-01-06 01:51:50.000000+00
3558,2,2,Cable tray damage #3558,Painting issue at site. Priority: high. Requires immediate attention.,high,2025-08-18 14:51:55.000000+00,OPEN,ON_TRACK,13.058391,80.211792,2025-08-08 14:51:55.000000+00,2025-08-10 01:51:55.000000+00
3559,2,2,Network switch failure #3559,Hvac issue at site. Priority: high. Requires immediate attention.,high,2022-06-27 11:55:35.000000+00,COMPLETED,DELAYED,12.98945,80.204871,2022-06-18 11:55:35.000000+00,2022-06-19 21:55:35.000000+00
3560,3,2,Electrical fault in panel #3560,Electrical issue at site. Priority: low. Requires immediate attention.,low,2025-04-05 05:14:44.000000+00,COMPLETED,ON_TRACK,12.898775,80.29256,2025-03-29 05:14:44.000000+00,2025-03-30 21:14:44.000000+00
3561,20,3,Cable tray damage #3561,Carpentry issue at site. Priority: high. Requires immediate attention.,high,2022-05-14 15:20:25.000000+00,ASSIGNED,ON_TRACK,12.917846,80.3173,2022-05-06 15:20:25.000000+00,2022-05-08 05:20:25.000000+00
3562,6,2,Floor drain blocked #3562,Painting issue at site. Priority: high. Requires immediate attention.,high,2022-08-19 03:41:40.000000+00,RESOLVED_PENDING_REVIEW,ON_TRACK,12.791291,80.324735,2022-08-12 03:41:40.000000+00,2022-08-12 15:41:40.000000+00
3563,5,1,HVAC not cooling #3563,Plumbing issue at site. Priority: medium. Requires immediate attention.,medium,2023-04-30 19:01:32.000000+00,ASSIGNED,ON_TRACK,13.191365,80.039113,2023-04-17 19:01:32.000000+00,2023-04-19 08:01:32.000000+00
3564,19,2,Water seepage issue #3564,Hvac issue at site. Priority: low. Requires immediate attention.,low,2024-10-31 15:25:36.000000+00,IN_PROGRESS,DELAYED,12.719445,80.321994,2024-10-15 15:25:36.000000+00,2024-10-16 12:25:36.000000+00
3565,14,1,Window seal damaged #3565,Network issue at site. Priority: low. Requires immediate attention.,low,2023-06-05 08:30:00.000000+00,OPEN,DELAYED,13.042805,80.203214,2023-05-24 08:30:00.000000+00,2023-05-26 06:30:00.000000+00
3566,3,2,Carpentry repair needed #3566,Plumbing issue at site. Priority: medium. Requires immediate attention.,medium,2025-08-03 11:26:57.000000+00,ESCALATED,DELAYED,12.990474,79.928666,2025-07-28 11:26:57.000000+00,2025-07-29 19:26:57.000000+00
3567,10,1,Leaking pipe in restroom #3567,Plumbing issue at site. Priority: medium. Requires immediate attention.,medium,2025-01-06 01:46:54.000000+00,COMPLETED,DELAYED,12.638308,80.272349,2024-12-31 01:46:54.000000+00,2025-01-01 14:46:54.000000+00
3568,20,3,Exhaust fan issue #3568,Electrical issue at site. Priority: low. Requires immediate attention.,low,2025-07-26 09:17:20.000000+00,COMPLETED,DELAYED,12.927135,80.300124,2025-07-17 09:17:20.000000+00,2025-07-18 23:17:20.000000+00
3569,19,2,Carpentry repair needed #3569,Mechanical issue at site. Priority: high. Requires immediate attention.,high,2022-08-03 11:00:49.000000+00,REOPENED,ON_TRACK,12.931497,79.925384,2022-07-29 11:00:49.000000+00,2022-07-30 10:00:49.000000+00
3570,2,2,Cable tray damage #3570,Hvac issue at site. Priority: low. Requires immediate attention.,low,2023-09-03 11:23:11.000000+00,COMPLETED,ON_TRACK,13.16141,80.234821,2023-08-19 11:23:11.000000+00,2023-08-21 05:23:11.000000+00
3571,14,1,Cable tray damage #3571,Plumbing issue at site. Priority: low. Requires immediate attention.,low,2023-02-28 01:11:17.000000+00,IN_PROGRESS,ON_TRACK,12.812331,80.349468,2023-02-13 01:11:17.000000+00,2023-02-13 18:11:17.000000+00
3572,20,3,Window seal damaged #3572,Network issue at site. Priority: medium. Requires immediate attention.,medium,2022-04-30 12:17:00.000000+00,COMPLETED,ON_TRACK,13.124334,80.144626,2022-04-16 12:17:00.000000+00,2022-04-17 08:17:00.000000+00
3573,15,1,Light fixture failure #3573,Plumbing issue at site. Priority: medium. Requires immediate attention.,medium,2024-09-05 13:30:37.000000+00,REOPENED,ON_TRACK,12.98488,80.32395,2024-08-24 13:30:37.000000+00,2024-08-25 19:30:37.000000+00
3574,10,1,Electrical fault in panel #3574,Network issue at site. Priority: medium. Requires immediate attention.,medium,2024-01-12 14:24:09.000000+00,IN_PROGRESS,DELAYED,12.616469,80.253641,2024-01-04 14:24:09.000000+00,2024-01-05 16:24:09.000000+00
3575,1,1,Light fixture failure #3575,Network issue at site. Priority: medium. Requires immediate attention.,medium,2024-10-13 18:14:17.000000+00,IN_PROGRESS,ON_TRACK,12.975688,80.292222,2024-10-04 18:14:17.000000+00,2024-10-05 01:14:17.000000+00
3576,5,1,Door hinge broken #3576,Painting issue at site. Priority: medium. Requires immediate attention.,medium,2025-10-21 21:21:34.000000+00,COMPLETED,DELAYED,13.150183,79.923686,2025-10-13 21:21:34.000000+00,2025-10-14 22:21:34.000000+00
3577,14,1,Roof leak reported #3577,Painting issue at site. Priority: low. Requires immediate attention.,low,2022-04-16 21:32:08.000000+00,IN_PROGRESS,ON_TRACK,12.816048,80.34303,2022-03-27 21:32:08.000000+00,2022-03-29 06:32:08.000000+00
3578,12,3,Pump motor failure #3578,Carpentry issue at site. Priority: medium. Requires immediate attention.,medium,2023-08-15 14:21:31.000000+00,OPEN,DELAYED,13.134787,79.995742,2023-08-02 14:21:31.000000+00,2023-08-03 06:21:31.000000+00
3579,19,2,Cable tray damage #3579,Plumbing issue at site. Priority: medium. Requires immediate attention.,medium,2025-12-22 15:17:14.000000+00,COMPLETED,ON_TRACK,12.691179,80.155128,2025-12-10 15:17:14.000000+00,2025-12-11 04:17:14.000000+00
3580,11,2,Network switch failure #3580,Painting issue at site. Priority: medium. Requires immediate attention.,medium,2022-09-05 17:46:59.000000+00,RESOLVED_PENDING_REVIEW,ON_TRACK,13.084816,79.908226,2022-08-25 17:46:59.000000+00,2022-08-26 23:46:59.000000+00
3581,14,1,Cable tray damage #3581,Painting issue at site. Priority: medium. Requires immediate attention.,medium,2023-03-07 12:11:16.000000+00,REOPENED,ON_TRACK,12.701002,79.94532,2023-02-27 12:11:16.000000+00,2023-02-28 16:11:16.000000+00
3582,14,1,Water seepage issue #3582,Painting issue at site. Priority: medium. Requires immediate attention.,medium,2024-11-25 15:28:12.000000+00,REOPENED,ON_TRACK,12.66544,79.998643,2024-11-12 15:28:12.000000+00,2024-11-14 02:28:12.000000+00
3583,8,3,Mechanical breakdown #3583,Plumbing issue at site. Priority: low. Requires immediate attention.,low,2023-02-28 10:15:31.000000+00,RESOLVED_PENDING_REVIEW,ON_TRACK,13.152822,80.257893,2023-02-13 10:15:31.000000+00,2023-02-14 00:15:31.000000+00
