id,issue_id,assigned_to_solver_id,assigned_by_supervisor_id,due_date,status,created_at,updated_at
3801,4012,9,3,2023-04-27 00:43:57.000000+00,COMPLETED,2023-04-16 00:43:57.000000+00,2023-04-16 09:43:57.000000+00
3802,4014,8,2,2022-08-25 12:00:59.000000+00,ACTIVE,2022-08-04 12:00:59.000000+00,2022-08-07 03:00:59.000000+00
3803,4015,10,1,2025-11-19 23:03:35.000000+00,REOPENED,2025-11-10 23:03:35.000000+00,2025-11-13 08:03:35.000000+00
3804,4016,9,3,2023-02-25 13:05:22.000000+00,COMPLETED,2023-02-15 13:05:22.000000+00,2023-02-15 18:05:22.000000+00
3805,4017,9,1,2025-04-01 16:49:51.000000+00,ACTIVE,2025-03-25 16:49:51.000000+00,2025-03-26 16:49:51.000000+00
3806,4018,6,1,2024-09-24 15:34:00.000000+00,ACTIVE,2024-09-15 15:34:00.000000+00,2024-09-16 05:34:00.000000+00
3807,4019,8,1,2024-09-13 08:39:09.000000+00,ACTIVE,2024-09-08 08:39:09.000000+00,2024-09-10 17:39:09.000000+00
3808,4020,7,1,2022-02-22 13:52:34.000000+00,COMPLETED,2022-02-02 13:52:34.000000+00,2022-02-03 10:52:34.000000+00
3809,4022,10,3,2024-04-01 14:57:10.000000+00,COMPLETED,2024-03-26 14:57:10.000000+00,2024-03-29 00:57:10.000000+00
3810,4023,9,2,2022-09-27 11:08:11.000000+00,REOPENED,2022-09-12 11:08:11.000000+00,2022-09-14 19:08:11.000000+00
3811,4023,6,2,2022-09-29 11:08:11.000000+00,ACTIVE,2022-09-14 14:08:11.000000+00,2022-09-16 09:08:11.000000+00
3812,4024,6,2,2022-05-15 09:49:32.000000+00,ACTIVE,2022-05-06 09:49:32.000000+00,2022-05-06 14:49:32.000000+00
3813,4025,9,1,2024-12-16 18:54:11.000000+00,ACTIVE,2024-12-12 18:54:11.000000+00,2024-12-15 13:54:11.000000+00
3814,4026,7,1,2022-09-07 08:55:16.000000+00,COMPLETED,2022-08-28 08:55:16.000000+00,2022-08-29 01:55:16.000000+00
3815,4027,10,2,2024-12-06 20:25:46.000000+00,REOPENED,2024-11-26 20:25:46.000000+00,2024-11-26 23:25:46.000000+00
3816,4028,7,2,2022-12-08 08:49:05.000000+00,COMPLETED,2022-11-26 08:49:05.000000+00,2022-11-26 23:49:05.000000+00
3817,4029,9,1,2022-01-20 21:12:36.000000+00,ACTIVE,2022-01-07 21:12:36.000000+00,2022-01-10 09:12:36.000000+00
3818,4030,10,1,2025-04-11 16:22:37.000000+00,ACTIVE,2025-03-27 16:22:37.000000+00,2025-03-28 06:22:37.000000+00
3819,4031,10,2,2025-08-11 11:21:14.000000+00,COMPLETED,2025-07-29 11:21:14.000000+00,2025-07-31 01:21:14.000000+00
3820,4032,7,3,2025-02-11 17:04:32.000000+00,ACTIVE,2025-01-28 17:04:32.000000+00,2025-01-30 01:04:32.000000+00
3821,4033,9,1,2025-07-25 09:39:10.000000+00,ACTIVE,2025-07-15 09:39:10.000000+00,2025-07-17 13:39:10.000000+00
3822,4034,6,2,2024-08-05 10:17:34.000000+00,ACTIVE,2024-07-29 10:17:34.000000+00,2024-08-01 04:17:34.000000+00
3823,4035,9,1,2023-12-26 09:55:28.000000+00,ACTIVE,2023-12-08 09:55:28.000000+00,2023-12-10 20:55:28.000000+00
3824,4036,8,1,2022-07-05 18:21:21.000000+00,REOPENED,2022-06-24 18:21:21.000000+00,2022-06-25 21:21:21.000000+00
3825,4037,6,2,2023-12-15 04:08:16.000000+00,ACTIVE,2023-12-06 04:08:16.000000+00,2023-12-06 07:08:16.000000+00
3826,4038,9,2,2025-01-16 09:44:25.000000+00,COMPLETED,2025-01-06 09:44:25.000000+00,2025-01-06 13:44:25.000000+00
3827,4039,10,2,2025-03-18 10:14:43.000000+00,ACTIVE,2025-03-13 10:14:43.000000+00,2025-03-15 16:14:43.000000+00
3828,4040,6,2,2025-06-24 02:34:54.000000+00,ACTIVE,2025-06-05 02:34:54.000000+00,2025-06-07 17:34:54.000000+00
3829,4041,6,3,2022-11-19 11:32:54.000000+00,COMPLETED,2022-10-29 11:32:54.000000+00,2022-10-31 23:32:54.000000+00
3830,4042,6,1,2022-12-13 17:23:50.000000+00,ACTIVE,2022-12-08 17:23:50.000000+00,2022-12-11 08:23:50.000000+00
3831,4043,6,2,2025-04-22 15:44:23.000000+00,COMPLETED,2025-04-12 15:44:23.000000+00,2025-04-14 07:44:23.000000+00
3832,4044,9,2,2024-09-02 16:15:56.000000+00,COMPLETED,2024-08-24 16:15:56.000000+00,2024-08-27 07:15:56.000000+00
3833,4045,8,3,2025-07-17 14:58:12.000000+00,REOPENED,2025-07-14 14:58:12.000000+00,2025-07-15 07:58:12.000000+00
3834,4046,10,3,2023-09-12 15:41:24.000000+00,COMPLETED,2023-09-03 15:41:24.000000+00,2023-09-05 06:41:24.000000+00
3835,4047,9,2,2024-05-04 08:06:21.000000+00,COMPLETED,2024-04-27 08:06:21.000000+00,2024-04-28 09:06:21.000000+00
3836,4048,9,3,2025-03-03 16:47:02.000000+00,REOPENED,2025-02-18 16:47:02.000000+00,2025-02-21 15:47:02.000000+00
3837,4049,7,1,2022-09-27 15:59:59.000000+00,COMPLETED,2022-09-08 15:59:59.000000+00,2022-09-10 10:59:59.000000+00
3838,4051,6,1,2025-09-15 10:26:29.000000+00,REOPENED,2025-09-03 10:26:29.000000+00,2025-09-05 12:26:29.000000+00
3839,4052,8,1,2024-10-20 12:26:01.000000+00,COMPLETED,2024-10-12 12:26:01.000000+00,2024-10-13 16:26:01.000000+00
3840,4053,10,1,2025-10-31 19:30:19.000000+00,ACTIVE,2025-10-24 19:30:19.000000+00,2025-10-27 11:30:19.000000+00
3841,4054,10,2,2025-05-07 16:31:06.000000+00,COMPLETED,2025-04-28 16:31:06.000000+00,2025-04-30 19:31:06.000000+00
3842,4056,10,1,2025-11-28 08:01:02.000000+00,COMPLETED,2025-11-14 08:01:02.000000+00,2025-11-15 05:01:02.000000+00
3843,4057,9,2,2022-09-11 01:55:34.000000+00,COMPLETED,2022-09-01 01:55:34.000000+00,2022-09-01 13:55:34.000000+00
3844,4058,10,2,2025-11-30 13:03:46.000000+00,REOPENED,2025-11-17 13:03:46.000000+00,2025-11-18 05:03:46.000000+00
3845,4059,9,1,2023-02-14 13:16:42.000000+00,COMPLETED,2023-02-06 13:16:42.000000+00,2023-02-07 09:16:42.000000+00
3846,4060,10,1,2025-12-01 17:53:11.000000+00,COMPLETED,2025-11-20 17:53:11.000000+00,2025-11-22 18:53:11.000000+00
3847,4061,8,1,2022-02-20 14:35:24.000000+00,ACTIVE,2022-02-06 14:35:24.000000+00,2022-02-08 22:35:24.000000+00
3848,4062,9,1,2022-12-15 17:34:55.000000+00,ACTIVE,2022-12-06 17:34:55.000000+00,2022-12-08 22:34:55.000000+00
3849,4063,9,3,2025-11-03 14:38:50.000000+00,ACTIVE,2025-10-26 14:38:50.000000+00,2025-10-27 16:38:50.000000+00
3850,4064,6,2,2024-07-27 16:04:11.000000+00,COMPLETED,2024-07-21 16:04:11.000000+00,2024-07-21 19:04:11.000000+00
3851,4065,8,2,2023-08-02 09:02:11.000000+00,ACTIVE,2023-07-22 09:02:11.000000+00,2023-07-23 19:02:11.000000+00
3852,4066,6,2,2022-08-04 18:37:00.000000+00,REOPENED,2022-07-22 18:37:00.000000+00,2022-07-23 23:37:00.000000+00
3853,4067,7,2,2023-02-11 09:55:10.000000+00,COMPLETED,2023-01-30 09:55:10.000000+00,2023-02-01 10:55:10.000000+00
3854,4068,10,2,2022-04-25 16:48:41.000000+00,ACTIVE,2022-04-19 16:48:41.000000+00,2022-04-21 14:48:41.000000+00
3855,4069,9,1,2024-10-31 11:01:12.000000+00,COMPLETED,2024-10-23 11:01:12.000000+00,2024-10-25 22:01:12.000000+00
3856,4070,10,3,2023-07-12 15:26:56.000000+00,ACTIVE,2023-06-29 15:26:56.000000+00,2023-07-02 05:26:56.000000+00
3857,4071,6,3,2024-07-24 00:23:49.000000+00,ACTIVE,2024-07-14 00:23:49.000000+00,2024-07-15 20:23:49.000000+00
3858,4072,7,2,2022-09-07 12:39:47.000000+00,ACTIVE,2022-08-27 12:39:47.000000+00,2022-08-29 17:39:47.000000+00
3859,4074,9,3,2025-12-27 15:56:48.000000+00,ACTIVE,2025-12-24 15:56:48.000000+00,2025-12-25 14:56:48.000000+00
3860,4075,7,3,2024-01-15 13:30:50.000000+00,ACTIVE,2024-01-07 13:30:50.000000+00,2024-01-10 04:30:50.000000+00
3861,4076,9,3,2022-09-10 02:59:02.000000+00,COMPLETED,2022-09-01 02:59:02.000000+00,2022-09-02 04:59:02.000000+00
3862,4077,9,2,2023-07-28 03:18:46.000000+00,COMPLETED,2023-07-23 03:18:46.000000+00,2023-07-25 00:18:46.000000+00
3863,4078,8,2,2025-05-08 15:09:15.000000+00,ACTIVE,2025-04-29 15:09:15.000000+00,2025-04-30 12:09:15.000000+00
3864,4079,6,2,2023-10-04 08:25:27.000000+00,ACTIVE,2023-09-25 08:25:27.000000+00,2023-09-27 15:25:27.000000+00
3865,4080,9,2,2025-09-02 19:57:38.000000+00,REOPENED,2025-08-23 19:57:38.000000+00,2025-08-24 13:57:38.000000+00
3866,4081,8,3,2023-09-03 08:13:25.000000+00,COMPLETED,2023-08-30 08:13:25.000000+00,2023-09-01 04:13:25.000000+00
3867,4082,10,2,2022-05-19 00:34:33.000000+00,ACTIVE,2022-05-05 00:34:33.000000+00,2022-05-06 06:34:33.000000+00
3868,4083,10,2,2022-05-02 04:53:06.000000+00,ACTIVE,2022-04-21 04:53:06.000000+00,2022-04-22 16:53:06.000000+00
3869,4084,8,1,2025-01-10 17:14:22.000000+00,COMPLETED,2025-01-06 17:14:22.000000+00,2025-01-08 21:14:22.000000+00
3870,4085,10,1,2023-10-20 16:47:02.000000+00,REOPENED,2023-10-08 16:47:02.000000+00,2023-10-08 18:47:02.000000+00
3871,4086,10,3,2023-06-24 09:31:23.000000+00,ACTIVE,2023-06-08 09:31:23.000000+00,2023-06-09 10:31:23.000000+00
3872,4087,7,2,2024-11-23 23:57:06.000000+00,ACTIVE,2024-11-11 23:57:06.000000+00,2024-11-13 03:57:06.000000+00
3873,4088,9,1,2024-07-12 02:51:00.000000+00,COMPLETED,2024-07-08 02:51:00.000000+00,2024-07-09 00:51:00.000000+00
3874,4089,10,3,2024-02-05 13:32:52.000000+00,REOPENED,2024-01-26 13:32:52.000000+00,2024-01-28 12:32:52.000000+00
3875,4090,9,2,2022-05-14 14:32:40.000000+00,ACTIVE,2022-05-07 14:32:40.000000+00,2022-05-08 08:32:40.000000+00
3876,4091,6,2,2023-03-28 15:12:50.000000+00,REOPENED,2023-03-21 15:12:50.000000+00,2023-03-22 09:12:50.000000+00
3877,4092,10,2,2023-03-30 00:05:55.000000+00,ACTIVE,2023-03-20 00:05:55.000000+00,2023-03-22 04:05:55.000000+00
3878,4093,6,2,2022-11-02 13:55:26.000000+00,REOPENED,2022-10-24 13:55:26.000000+00,2022-10-26 03:55:26.000000+00
3879,4094,8,3,2022-05-14 20:23:35.000000+00,COMPLETED,2022-05-08 20:23:35.000000+00,2022-05-10 19:23:35.000000+00
3880,4095,6,2,2025-12-29 14:10:24.000000+00,COMPLETED,2025-12-16 14:10:24.000000+00,2025-12-16 19:10:24.000000+00
3881,4096,7,3,2023-12-15 23:21:46.000000+00,REOPENED,2023-12-01 23:21:46.000000+00,2023-12-04 07:21:46.000000+00
3882,4097,8,3,2025-01-31 00:08:56.000000+00,COMPLETED,2025-01-22 00:08:56.000000+00,2025-01-23 09:08:56.000000+00
3883,4098,6,1,2023-05-06 11:55:10.000000+00,COMPLETED,2023-04-26 11:55:10.000000+00,2023-04-26 22:55:10.000000+00
3884,4099,9,3,2025-06-13 18:05:16.000000+00,COMPLETED,2025-05-30 18:05:16.000000+00,2025-06-01 06:05:16.000000+00
3885,4100,10,2,2025-06-03 13:22:21.000000+00,COMPLETED,2025-05-29 13:22:21.000000+00,2025-05-29 18:22:21.000000+00
3886,4101,8,3,2024-02-21 09:02:36.000000+00,ACTIVE,2024-02-16 09:02:36.000000+00,2024-02-17 21:02:36.000000+00
3887,4102,10,3,2025-03-21 14:54:05.000000+00,REOPENED,2025-03-07 14:54:05.000000+00,2025-03-08 14:54:05.000000+00
3888,4103,9,1,2024-09-11 19:41:11.000000+00,ACTIVE,2024-08-28 19:41:11.000000+00,2024-08-30 02:41:11.000000+00
3889,4104,9,1,2023-10-20 10:55:46.000000+00,COMPLETED,2023-10-06 10:55:46.000000+00,2023-10-09 02:55:46.000000+00
3890,4105,10,1,2025-06-22 22:15:42.000000+00,COMPLETED,2025-06-16 22:15:42.000000+00,2025-06-19 11:15:42.000000+00
3891,4106,10,2,2022-05-08 10:48:10.000000+00,ACTIVE,2022-04-24 10:48:10.000000+00,2022-04-25 11:48:10.000000+00
3892,4107,7,1,2025-03-22 16:34:56.000000+00,ACTIVE,2025-03-14 16:34:56.000000+00,2025-03-15 15:34:56.000000+00
3893,4108,8,2,2023-11-18 12:19:25.000000+00,ACTIVE,2023-11-13 12:19:25.000000+00,2023-11-14 06:19:25.000000+00
3894,4109,9,2,2024-02-02 02:26:17.000000+00,COMPLETED,2024-01-28 02:26:17.000000+00,2024-01-30 21:26:17.000000+00
3895,4110,7,3,2022-07-05 02:29:35.000000+00,COMPLETED,2022-06-29 02:29:35.000000+00,2022-06-30 07:29:35.000000+00
3896,4112,9,1,2023-09-11 17:35:11.000000+00,COMPLETED,2023-08-21 17:35:11.000000+00,2023-08-22 07:35:11.000000+00
3897,4113,8,1,2024-04-09 10:51:33.000000+00,ACTIVE,2024-04-02 10:51:33.000000+00,2024-04-04 17:51:33.000000+00
3898,4114,10,3,2024-10-23 08:04:09.000000+00,REOPENED,2024-10-15 08:04:09.000000+00,2024-10-16 13:04:09.000000+00
3899,4115,9,2,2024-07-26 13:12:56.000000+00,ACTIVE,2024-07-05 13:12:56.000000+00,2024-07-08 13:12:56.000000+00
3900,4116,10,1,2023-03-17 15:03:21.000000+00,ACTIVE,2023-02-26 15:03:21.000000+00,2023-03-01 15:03:21.000000+00
3901,4117,10,2,2022-06-09 10:49:59.000000+00,ACTIVE,2022-06-05 10:49:59.000000+00,2022-06-06 00:49:59.000000+00
3902,4118,8,1,2024-09-25 11:53:47.000000+00,COMPLETED,2024-09-08 11:53:47.000000+00,2024-09-08 17:53:47.000000+00
3903,4119,6,1,2023-03-29 15:38:30.000000+00,ACTIVE,2023-03-21 15:38:30.000000+00,2023-03-22 05:38:30.000000+00
3904,4120,8,1,2023-04-20 18:21:45.000000+00,ACTIVE,2023-04-11 18:21:45.000000+00,2023-04-13 11:21:45.000000+00
3905,4121,9,2,2024-09-30 12:18:51.000000+00,ACTIVE,2024-09-26 12:18:51.000000+00,2024-09-27 00:18:51.000000+00
3906,4122,7,1,2022-12-19 18:26:48.000000+00,ACTIVE,2022-12-03 18:26:48.000000+00,2022-12-06 14:26:48.000000+00
3907,4124,6,2,2025-10-16 13:05:29.000000+00,COMPLETED,2025-10-08 13:05:29.000000+00,2025-10-10 11:05:29.000000+00
3908,4125,10,1,2022-11-07 18:28:25.000000+00,ACTIVE,2022-10-31 18:28:25.000000+00,2022-11-02 16:28:25.000000+00
3909,4126,7,2,2023-12-25 15:47:34.000000+00,ACTIVE,2023-12-16 15:47:34.000000+00,2023-12-17 11:47:34.000000+00
3910,4127,8,1,2022-04-11 11:19:33.000000+00,ACTIVE,2022-04-01 11:19:33.000000+00,2022-04-03 14:19:33.000000+00
3911,4128,9,1,2023-02-20 00:05:57.000000+00,ACTIVE,2023-02-09 00:05:57.000000+00,2023-02-09 08:05:57.000000+00
3912,4129,10,3,2025-03-12 09:34:20.000000+00,REOPENED,2025-02-22 09:34:20.000000+00,2025-02-24 21:34:20.000000+00
3913,4130,6,3,2025-12-24 12:13:13.000000+00,REOPENED,2025-12-17 12:13:13.000000+00,2025-12-19 21:13:13.000000+00
3914,4131,9,2,2023-01-18 00:23:36.000000+00,COMPLETED,2023-01-11 00:23:36.000000+00,2023-01-12 13:23:36.000000+00
3915,4132,8,1,2024-03-05 16:25:23.000000+00,REOPENED,2024-02-22 16:25:23.000000+00,2024-02-24 19:25:23.000000+00
3916,4133,8,1,2024-03-31 13:23:44.000000+00,COMPLETED,2024-03-22 13:23:44.000000+00,2024-03-25 05:23:44.000000+00
3917,4135,8,3,2022-08-09 18:44:57.000000+00,ACTIVE,2022-08-02 18:44:57.000000+00,2022-08-04 01:44:57.000000+00
3918,4136,7,2,2024-03-09 00:23:36.000000+00,COMPLETED,2024-03-02 00:23:36.000000+00,2024-03-02 08:23:36.000000+00
3919,4137,6,3,2023-05-16 15:28:39.000000+00,COMPLETED,2023-05-10 15:28:39.000000+00,2023-05-10 21:28:39.000000+00
3920,4138,9,1,2022-12-10 11:04:58.000000+00,ACTIVE,2022-11-28 11:04:58.000000+00,2022-11-29 00:04:58.000000+00
3921,4141,6,3,2024-09-30 04:48:59.000000+00,REOPENED,2024-09-16 04:48:59.000000+00,2024-09-18 01:48:59.000000+00
3922,4142,10,2,2025-12-24 12:42:49.000000+00,REOPENED,2025-12-17 12:42:49.000000+00,2025-12-19 09:42:49.000000+00
3923,4143,10,3,2024-04-18 09:39:01.000000+00,ACTIVE,2024-04-06 09:39:01.000000+00,2024-04-07 18:39:01.000000+00
3924,4144,9,3,2023-07-24 09:02:31.000000+00,COMPLETED,2023-07-03 09:02:31.000000+00,2023-07-05 23:02:31.000000+00
3925,4145,9,1,2025-03-25 14:56:06.000000+00,REOPENED,2025-03-19 14:56:06.000000+00,2025-03-21 21:56:06.000000+00
3926,4145,9,1,2025-03-27 14:56:06.000000+00,ACTIVE,2025-03-21 11:56:06.000000+00,2025-03-23 15:56:06.000000+00
3927,4146,6,2,2025-07-25 15:57:00.000000+00,COMPLETED,2025-07-19 15:57:00.000000+00,2025-07-21 19:57:00.000000+00
3928,4147,9,3,2023-10-04 12:11:03.000000+00,COMPLETED,2023-09-23 12:11:03.000000+00,2023-09-23 13:11:03.000000+00
3929,4148,9,3,2024-01-26 08:21:17.000000+00,ACTIVE,2024-01-18 08:21:17.000000+00,2024-01-18 13:21:17.000000+00
3930,4149,10,2,2025-07-09 08:04:21.000000+00,REOPENED,2025-06-27 08:04:21.000000+00,2025-06-29 11:04:21.000000+00
3931,4150,9,1,2022-06-18 15:50:15.000000+00,ACTIVE,2022-06-13 15:50:15.000000+00,2022-06-14 04:50:15.000000+00
3932,4151,10,2,2025-06-17 11:55:19.000000+00,COMPLETED,2025-06-14 11:55:19.000000+00,2025-06-16 11:55:19.000000+00
3933,4152,7,1,2025-04-22 03:12:10.000000+00,ACTIVE,2025-04-19 03:12:10.000000+00,2025-04-20 23:12:10.000000+00
3934,4153,10,2,2024-12-14 15:55:01.000000+00,COMPLETED,2024-12-10 15:55:01.000000+00,2024-12-11 04:55:01.000000+00
3935,4154,10,2,2025-12-18 17:12:06.000000+00,ACTIVE,2025-12-03 17:12:06.000000+00,2025-12-04 09:12:06.000000+00
3936,4155,10,1,2024-06-30 12:52:06.000000+00,REOPENED,2024-06-20 12:52:06.000000+00,2024-06-23 05:52:06.000000+00
3937,4156,6,1,2025-11-07 15:23:19.000000+00,COMPLETED,2025-10-27 15:23:19.000000+00,2025-10-28 20:23:19.000000+00
3938,4157,6,1,2024-07-07 14:35:44.000000+00,COMPLETED,2024-07-01 14:35:44.000000+00,2024-07-04 03:35:44.000000+00
3939,4158,8,3,2024-05-11 15:53:08.000000+00,COMPLETED,2024-05-08 15:53:08.000000+00,2024-05-09 03:53:08.000000+00
3940,4159,9,3,2024-03-20 16:19:03.000000+00,COMPLETED,2024-03-15 16:19:03.000000+00,2024-03-16 00:19:03.000000+00
3941,4160,7,1,2022-06-11 08:27:48.000000+00,COMPLETED,2022-05-29 08:27:48.000000+00,2022-05-30 21:27:48.000000+00
3942,4161,10,1,2025-11-16 09:45:51.000000+00,REOPENED,2025-11-02 09:45:51.000000+00,2025-11-04 13:45:51.000000+00
3943,4162,9,1,2025-03-29 19:33:46.000000+00,ACTIVE,2025-03-23 19:33:46.000000+00,2025-03-26 19:33:46.000000+00
3944,4163,6,1,2022-02-12 16:16:10.000000+00,REOPENED,2022-01-31 16:16:10.000000+00,2022-02-01 14:16:10.000000+00
3945,4163,9,1,2022-02-14 16:16:10.000000+00,ACTIVE,2022-02-02 13:16:10.000000+00,2022-02-04 02:16:10.000000+00
3946,4164,8,3,2023-01-18 12:36:54.000000+00,COMPLETED,2023-01-06 12:36:54.000000+00,2023-01-09 04:36:54.000000+00
3947,4165,9,2,2024-10-17 11:10:10.000000+00,REOPENED,2024-10-07 11:10:10.000000+00,2024-10-08 03:10:10.000000+00
3948,4165,9,2,2024-10-19 11:10:10.000000+00,ACTIVE,2024-10-09 19:10:10.000000+00,2024-10-12 01:10:10.000000+00
3949,4166,8,2,2026-01-07 18:25:40.000000+00,ACTIVE,2025-12-22 18:25:40.000000+00,2025-12-25 11:25:40.000000+00
3950,4167,10,3,2025-10-19 16:56:31.000000+00,COMPLETED,2025-10-09 16:56:31.000000+00,2025-10-12 11:56:31.000000+00
3951,4168,9,2,2025-11-19 12:00:40.000000+00,ACTIVE,2025-11-10 12:00:40.000000+00,2025-11-11 08:00:40.000000+00
3952,4170,9,3,2022-02-26 01:53:18.000000+00,REOPENED,2022-02-21 01:53:18.000000+00,2022-02-21 18:53:18.000000+00
3953,4170,9,3,2022-02-28 01:53:18.000000+00,ACTIVE,2022-02-22 13:53:18.000000+00,2022-02-25 06:53:18.000000+00
3954,4171,10,1,2023-10-17 18:48:12.000000+00,COMPLETED,2023-10-08 18:48:12.000000+00,2023-10-09 00:48:12.000000+00
3955,4173,7,2,2024-12-25 14:31:31.000000+00,COMPLETED,2024-12-17 14:31:31.000000+00,2024-12-19 07:31:31.000000+00
3956,4174,10,2,2022-05-29 16:33:42.000000+00,COMPLETED,2022-05-18 16:33:42.000000+00,2022-05-19 08:33:42.000000+00
3957,4175,9,2,2024-03-20 14:17:17.000000+00,ACTIVE,2024-03-06 14:17:17.000000+00,2024-03-09 09:17:17.000000+00
3958,4176,7,1,2025-05-26 08:48:22.000000+00,ACTIVE,2025-05-17 08:48:22.000000+00,2025-05-19 17:48:22.000000+00
3959,4177,6,3,2023-03-09 20:13:52.000000+00,COMPLETED,2023-02-24 20:13:52.000000+00,2023-02-26 05:13:52.000000+00
3960,4178,10,3,2025-10-24 13:51:14.000000+00,REOPENED,2025-10-16 13:51:14.000000+00,2025-10-18 09:51:14.000000+00
3961,4179,9,2,2024-06-09 12:42:38.000000+00,COMPLETED,2024-05-28 12:42:38.000000+00,2024-05-29 18:42:38.000000+00
3962,4182,8,1,2025-06-02 14:37:46.000000+00,COMPLETED,2025-05-25 14:37:46.000000+00,2025-05-27 00:37:46.000000+00
3963,4183,9,1,2024-07-23 15:13:48.000000+00,ACTIVE,2024-07-13 15:13:48.000000+00,2024-07-15 06:13:48.000000+00
3964,4184,9,2,2025-02-28 14:44:42.000000+00,COMPLETED,2025-02-13 14:44:42.000000+00,2025-02-16 00:44:42.000000+00
3965,4185,6,2,2025-07-22 15:12:08.000000+00,COMPLETED,2025-07-19 15:12:08.000000+00,2025-07-21 20:12:08.000000+00
3966,4186,9,3,2022-07-12 10:25:48.000000+00,COMPLETED,2022-06-28 10:25:48.000000+00,2022-06-30 04:25:48.000000+00
3967,4187,9,2,2022-07-08 17:35:43.000000+00,ACTIVE,2022-06-26 17:35:43.000000+00,2022-06-27 21:35:43.000000+00
3968,4188,9,2,2024-07-08 14:30:50.000000+00,ACTIVE,2024-06-24 14:30:50.000000+00,2024-06-25 18:30:50.000000+00
3969,4189,9,3,2022-07-18 18:15:43.000000+00,ACTIVE,2022-07-09 18:15:43.000000+00,2022-07-12 05:15:43.000000+00
3970,4190,9,1,2023-04-14 10:53:10.000000+00,ACTIVE,2023-04-06 10:53:10.000000+00,2023-04-09 09:53:10.000000+00
3971,4191,6,1,2024-05-28 11:22:28.000000+00,COMPLETED,2024-05-19 11:22:28.000000+00,2024-05-22 11:22:28.000000+00
3972,4192,8,1,2024-10-07 11:59:29.000000+00,COMPLETED,2024-09-30 11:59:29.000000+00,2024-09-30 15:59:29.000000+00
3973,4193,9,2,2023-07-30 18:36:36.000000+00,ACTIVE,2023-07-12 18:36:36.000000+00,2023-07-14 23:36:36.000000+00
3974,4194,9,3,2023-06-14 09:00:35.000000+00,ACTIVE,2023-06-05 09:00:35.000000+00,2023-06-05 10:00:35.000000+00
3975,4195,8,2,2025-07-18 17:01:13.000000+00,REOPENED,2025-07-06 17:01:13.000000+00,2025-07-07 17:01:13.000000+00
3976,4196,7,2,2022-12-26 04:45:34.000000+00,REOPENED,2022-12-12 04:45:34.000000+00,2022-12-14 13:45:34.000000+00
3977,4197,7,1,2024-11-02 14:18:48.000000+00,ACTIVE,2024-10-26 14:18:48.000000+00,2024-10-27 02:18:48.000000+00
3978,4198,9,1,2023-07-08 18:13:48.000000+00,REOPENED,2023-06-28 18:13:48.000000+00,2023-06-29 16:13:48.000000+00
3979,4199,10,1,2023-03-15 23:51:42.000000+00,COMPLETED,2023-02-24 23:51:42.000000+00,2023-02-27 11:51:42.000000+00
3980,4201,8,3,2025-02-15 12:32:31.000000+00,REOPENED,2025-02-12 12:32:31.000000+00,2025-02-13 00:32:31.000000+00
3981,4203,8,3,2025-06-15 13:35:58.000000+00,REOPENED,2025-06-06 13:35:58.000000+00,2025-06-08 04:35:58.000000+00
3982,4204,8,1,2024-09-03 13:51:13.000000+00,ACTIVE,2024-08-18 13:51:13.000000+00,2024-08-20 01:51:13.000000+00
3983,4205,10,2,2022-12-03 08:15:50.000000+00,COMPLETED,2022-11-20 08:15:50.000000+00,2022-11-20 16:15:50.000000+00
3984,4206,6,3,2023-11-19 23:59:30.000000+00,COMPLETED,2023-11-12 23:59:30.000000+00,2023-11-15 18:59:30.000000+00
3985,4208,8,1,2023-03-23 13:48:27.000000+00,REOPENED,2023-03-19 13:48:27.000000+00,2023-03-20 13:48:27.000000+00
3986,4210,10,3,2022-08-18 01:55:51.000000+00,COMPLETED,2022-08-11 01:55:51.000000+00,2022-08-13 08:55:51.000000+00
3987,4211,8,3,2023-01-03 17:35:52.000000+00,REOPENED,2022-12-25 17:35:52.000000+00,2022-12-26 14:35:52.000000+00
3988,4212,6,3,2025-02-03 09:11:14.000000+00,REOPENED,2025-01-28 09:11:14.000000+00,2025-01-30 21:11:14.000000+00
3989,4213,6,3,2024-02-11 13:38:00.000000+00,COMPLETED,2024-02-07 13:38:00.000000+00,2024-02-08 19:38:00.000000+00
3990,4214,6,1,2023-01-12 08:47:18.000000+00,ACTIVE,2022-12-31 08:47:18.000000+00,2023-01-03 06:47:18.000000+00
3991,4215,9,2,2026-01-01 12:38:40.000000+00,REOPENED,2025-12-26 12:38:40.000000+00,2025-12-29 04:38:40.000000+00
3992,4216,10,1,2025-09-27 06:11:53.000000+00,COMPLETED,2025-09-18 06:11:53.000000+00,2025-09-20 12:11:53.000000+00
3993,4217,7,2,2022-06-04 08:44:01.000000+00,REOPENED,2022-05-17 08:44:01.000000+00,2022-05-17 22:44:01.000000+00
3994,4218,9,1,2023-12-30 08:24:46.000000+00,REOPENED,2023-12-10 08:24:46.000000+00,2023-12-12 16:24:46.000000+00
3995,4220,6,3,2022-05-04 17:38:18.000000+00,ACTIVE,2022-04-27 17:38:18.000000+00,2022-04-29 05:38:18.000000+00
3996,4221,9,2,2024-08-29 16:37:45.000000+00,ACTIVE,2024-08-21 16:37:45.000000+00,2024-08-21 22:37:45.000000+00
3997,4222,9,1,2022-04-15 19:29:08.000000+00,REOPENED,2022-04-10 19:29:08.000000+00,2022-04-13 01:29:08.000000+00
